lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
R,5.0,10.0,5.0,8.0,5.0,7.0,9.0,9.0,4.0,7.0,5.0,7.0,3.0,8.0,5.0,10.0
T,4.0,8.0,5.0,6.0,4.0,7.0,10.0,3.0,7.0,10.0,10.0,6.0,2.0,11.0,2.0,5.0
O,0.0,0.0,2.0,0.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
A,5.0,9.0,5.0,5.0,2.0,7.0,3.0,2.0,2.0,6.0,2.0,7.0,3.0,7.0,4.0,7.0
I,1.0,3.0,2.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,9.0,0.0,8.0,3.0,8.0
S,3.0,4.0,5.0,3.0,3.0,7.0,7.0,3.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0
I,1.0,4.0,2.0,3.0,1.0,7.0,7.0,0.0,6.0,12.711999,6.0,8.0,0.0,8.0,1.0,8.0
J,1.0,4.0,3.0,2.0,1.0,8.0,7.0,3.0,5.0,12.994442,6.0,10.0,1.0,7.0,1.0,7.0
B,4.0,8.0,6.0,6.0,6.0,8.0,8.0,4.0,3.0,6.0,7.0,8.0,6.0,10.0,6.0,10.0
N,3.0,4.0,4.0,4.0,3.0,8.0,8.0,3.0,3.0,7.0,6.0,8.0,5.0,7.0,5.0,5.0
W,7.0,8.0,7.0,5.0,4.0,3.0,10.0,2.0,3.0,10.0,11.0,9.0,7.0,10.0,1.0,7.0
G,2.0,5.0,3.0,3.0,3.0,7.0,8.0,4.472001,2.0,7.0,7.0,9.0,2.0,9.0,6.0,8.0
O,5.0,9.0,5.0,7.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,3.0,8.0,3.0,8.0
E,2.0,1.0,2.0,3.0,1.0,3.8987648,7.0,6.0,9.0,7.0,6.0,14.0,0.0,8.0,6.0,8.0
E,5.0,11.0,4.0,8.0,5.0,3.0,8.0,5.0,9.0,7.0,6.0,13.0,0.0,8.0,6.0,8.0
L,5.0,10.0,4.0,7.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0
L,3.0,8.0,4.0,5.0,4.0,6.0,7.0,3.0,6.0,6.0,6.0,8.0,0.0,8.0,6.0,8.0
Y,3.0,8.0,6.0,5.0,1.0,7.0,10.0,3.0,2.0,6.0,13.0,8.0,1.0,11.0,0.0,8.0
N,5.0,7.0,7.0,5.0,3.0,5.0,8.0,4.0,4.0,10.0,8.0,8.0,5.0,8.0,1.0,6.0
I,4.0,9.0,5.0,7.0,2.0,6.0,8.0,0.0,7.0,13.0,7.0,8.0,0.0,9.0,2.0,7.0
D,2.0,4.0,4.0,3.0,3.0,7.0,7.0,4.0,6.0,9.0,6.0,6.0,2.0,8.0,3.0,8.0
M,5.0,10.0,8.0,8.0,10.984886,8.0,5.0,4.0,3.0,7.0,7.0,8.0,10.0,11.0,5.0,8.0
U,3.0,5.0,3.0,4.0,1.0,6.0,8.0,6.0,6.0,7.0,9.0,9.0,4.0,9.0,0.0,8.0
O,5.0,7.0,5.0,8.0,3.0,6.0,8.0,9.0,8.0,8.0,8.0,7.0,3.0,8.0,4.0,8.0
A,2.0,3.0,4.0,4.0,1.0,8.0,1.8792248,2.0,2.0,8.0,2.0,8.0,2.0,6.0,2.0,7.0
M,6.0,10.0,8.0,7.0,5.0,5.0,7.0,5.0,7.0,7.0,11.0,9.0,2.0,11.0,4.0,8.0
B,5.0,7.0,6.0,5.0,6.0,8.0,5.0,5.0,5.0,7.0,7.0,8.0,5.0,9.0,8.0,8.0
D,9.0,13.0,8.0,7.0,4.0,8.0,6.0,5.0,6.0,10.0,4.0,7.0,6.0,7.0,6.0,10.0
B,3.0,6.0,5.0,3.0,4.0,9.0,6.0,3.0,5.0,10.0,5.0,7.0,2.0,8.0,4.0,10.0
Q,4.0,9.0,5.0,9.0,5.0,8.0,7.0,6.0,3.0,8.0,7.0,9.0,3.0,8.0,5.0,8.0
W,4.0,6.0,5.0,4.0,2.0,5.0,8.0,5.0,1.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0
B,4.0,9.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,7.184588,5.0,9.0,3.0,8.0,7.0,10.0
U,5.0,10.0,6.0,8.0,4.0,7.0,7.0,8.0,8.0,7.0,10.0,8.0,3.0,9.0,0.0,8.0
H,4.0,5.0,6.0,4.0,3.0,4.0,8.0,3.0,6.0,10.0,9.0,10.0,3.0,9.0,3.0,5.0
X,4.0,3.0,5.0,4.0,3.0,7.0,8.0,3.0,5.0,7.0,7.0,8.0,3.0,8.0,5.0,8.0
E,4.0,7.0,6.0,5.0,6.0,7.0,8.0,4.0,4.0,7.0,6.0,9.0,5.0,10.0,8.0,11.0
M,5.0,4.0,6.0,6.0,3.0,7.0,7.0,12.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
R,4.0,8.0,6.0,6.0,4.0,9.0,7.0,4.0,6.0,10.0,3.0,7.0,3.0,7.0,4.0,11.0
S,3.0,5.0,4.0,4.0,3.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,2.0,7.0,5.0,7.0
H,4.0,9.0,4.0,5.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,8.0,3.0,8.0,4.0,8.0
J,1.0,5.0,2.0,3.0,1.0,9.0,6.0,2.0,6.0,12.0,4.0,8.0,0.0,7.0,1.0,7.0
H,6.0,9.0,8.0,11.0,5.0,10.0,5.0,3.0,5.0,10.0,3.0,7.0,3.0,7.0,5.0,10.0
L,3.0,7.0,4.0,7.0,3.0,7.0,7.0,4.0,6.0,7.0,7.0,9.0,2.0,9.0,9.0,9.0
U,4.0,8.0,6.0,6.0,5.0,7.0,8.0,7.0,6.0,6.0,7.0,10.0,3.0,7.0,3.0,8.0
M,7.0,11.0,8.0,7.0,6.0,9.0,3.0,2.0,1.0,9.0,4.0,9.0,8.0,2.611397,3.0,6.0
Q,3.0,5.0,3.0,7.0,3.0,8.0,8.0,6.0,3.0,8.0,7.0,10.0,3.0,9.0,5.0,8.0
J,1.0,3.0,2.0,2.0,1.0,10.0,7.0,2.0,5.0,11.0,4.0,8.0,0.0,7.0,0.0,7.0
B,6.0,9.0,7.0,7.0,5.0,8.0,8.0,4.0,7.0,9.0,5.0,6.0,5.0,5.079497,6.0,10.0
M,3.0,6.0,4.0,4.0,3.0,7.0,5.0,10.0,0.0,7.0,8.0,8.0,6.0,5.0,0.0,8.0
W,5.0,10.0,6.0,6.0,5.0,7.0,9.0,3.0,2.0,7.0,8.0,8.0,8.0,12.0,3.0,7.0
V,6.0,9.0,6.0,7.0,4.0,2.0,11.0,2.0,3.0,9.0,11.0,8.0,3.0,10.0,1.0,7.0
H,4.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0
D,5.0,6.0,6.0,8.0,3.0,5.0,7.0,11.0,8.0,6.0,6.0,5.0,3.0,8.0,4.0,8.0
N,6.0,10.0,5.0,8.0,4.0,7.0,7.0,15.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
X,4.0,6.0,5.0,5.0,5.0,9.0,6.0,2.0,4.0,7.0,5.0,8.0,2.0,9.0,7.0,8.0
W,7.0,11.0,7.0,7.0,5.0,6.0,10.0,5.0,3.0,8.0,7.0,7.0,8.0,13.0,3.0,6.0
F,6.0,14.0,8.0,8.0,5.0,9.0,8.0,3.0,6.0,12.0,4.0,5.0,3.0,8.0,8.0,8.0
L,3.0,9.0,5.0,7.0,2.0,5.0,3.0,3.0,8.0,6.0,2.0,8.0,2.0,6.0,3.0,7.0
J,2.0,3.0,3.0,3.0,1.0,8.0,7.0,2.0,6.0,13.0,4.0,8.0,0.0,7.0,0.0,7.0
R,7.0,9.0,6.0,4.0,3.0,8.0,7.0,5.0,5.0,10.0,4.0,8.0,6.0,7.0,6.0,10.0
L,2.0,6.0,4.0,5.0,2.0,7.0,4.0,2.0,7.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0
W,2.0,2.0,4.0,4.0,1.0,8.0,7.0,4.0,1.0,7.0,9.0,8.0,6.0,8.0,0.0,8.0
R,3.0,2.0,4.0,2.0,2.0,8.0,8.0,4.0,5.0,7.0,5.0,8.0,2.0,5.0,4.0,10.0
Z,5.0,8.0,7.0,11.502449,7.0,9.0,5.0,5.0,4.0,8.0,4.0,7.0,3.0,5.0,9.0,8.0
W,5.0,10.0,7.0,7.0,4.0,9.0,8.0,5.0,2.0,6.0,9.0,8.0,8.0,10.0,0.0,8.0
U,4.0,7.0,6.0,5.0,5.0,7.0,7.0,5.0,6.0,7.0,7.0,9.0,4.0,8.0,3.0,9.0
B,2.0,4.0,3.0,3.0,2.0,7.9197373,7.0,4.0,5.0,7.0,6.0,7.0,2.0,8.0,4.0,8.0
L,3.0,9.0,5.0,7.0,6.6061783,5.0,7.0,3.0,6.0,9.0,6.0,13.0,6.0,11.0,8.0,6.0
F,2.0,2.0,2.0,1.0,1.0,5.0,11.0,3.0,4.0,10.0,9.0,4.0,1.0,9.0,3.0,7.0
U,6.0,9.0,8.0,7.0,4.0,5.0,9.0,6.0,8.0,8.0,11.0,10.0,3.0,9.0,1.0,8.0
H,3.0,5.0,5.0,3.0,5.0,8.0,6.0,4.0,4.0,7.0,6.0,8.0,7.0,9.0,6.0,8.0
E,3.0,3.0,5.0,5.0,2.0,9.0,7.0,7.0,9.0,6.0,4.0,9.0,2.0,8.0,6.0,9.0
T,3.0,7.0,4.0,4.0,1.0,9.0,14.0,1.0,6.0,6.0,11.0,9.0,0.0,8.0,0.0,8.0
K,2.0,1.188881,3.0,3.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,10.0,3.0,8.0,5.0,9.0
R,4.0,8.0,4.0,6.0,2.0,5.0,11.0,8.0,4.0,7.0,4.0,9.0,3.0,7.0,6.0,11.0
N,4.0,8.0,5.0,6.0,3.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0
F,4.0,8.0,4.0,6.0,2.0,1.0381004,12.0,4.0,5.0,12.0,10.0,7.0,0.0,8.0,2.0,6.0
Q,4.0,6.0,5.0,6.0,5.0,7.0,8.0,5.0,3.0,6.0,9.0,11.0,3.0,9.0,6.0,8.0
W,5.0,8.0,5.0,4.0,3.0,7.0,10.0,2.0,2.0,7.0,9.0,7.0,7.8387074,11.0,1.0,7.0
P,1.0,1.0,1.0,1.0,0.0,5.0,10.0,5.0,3.0,10.0,6.403297,5.0,1.0,9.0,3.0,8.0
R,2.0,3.0,4.0,4.0,3.0,8.0,8.0,4.0,6.0,7.0,4.0,6.0,3.0,7.0,4.0,8.0
T,5.0,8.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,8.0,5.0,7.0,5.0,8.0
Y,4.0,6.0,6.0,5.0,5.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,3.0,9.0,6.0,6.0
P,1.0,3.0,3.0,2.0,1.0,7.0,9.0,4.0,3.0,11.0,5.0,4.0,0.0,9.0,3.0,8.0
E,5.0,11.0,6.0,6.0,5.0,10.0,6.0,2.0,6.0,11.0,4.0,7.0,4.0,7.0,8.0,11.0
B,4.0,9.0,7.0,6.0,6.0,10.0,6.0,2.0,6.0,10.0,4.0,7.0,4.0,7.0,5.0,11.0
T,6.0,11.0,7.0,8.0,6.0,6.0,12.0,4.0,5.0,11.0,8.0,5.0,3.0,11.0,1.0,5.0
K,3.0,7.0,5.0,5.0,4.0,7.0,8.0,3.0,3.472996,7.0,4.0,9.0,3.0,6.0,5.0,10.0
Y,5.0,6.0,6.0,9.0,7.0,7.0,9.0,4.0,3.0,8.0,8.0,7.0,6.0,9.0,7.0,9.0
B,5.0,11.0,8.0,7.0,8.0,10.0,6.0,2.0,5.0,9.0,5.0,6.0,6.0,7.0,6.0,9.0
F,2.0,9.0,4.0,7.0,4.0,6.0,10.0,1.5443279,6.0,10.0,9.0,5.0,1.0,10.0,3.0,7.0
X,1.0,0.0,2.0,0.0,0.0,7.0,7.0,3.0,5.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
Z,6.0,7.0,5.0,9.0,3.0,8.0,6.0,4.0,4.0,10.0,6.0,7.0,3.0,9.0,10.0,7.0
L,4.0,10.0,4.0,7.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0
G,1.0,0.0,2.0,1.0,0.0,8.0,7.0,6.0,4.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0
F,8.0,11.0,8.0,8.0,4.0,7.0,9.0,3.0,7.0,11.0,7.0,5.0,2.0,10.0,5.0,6.0
F,4.0,10.0,5.0,7.0,2.0,1.0,14.0,5.0,3.0,12.0,9.0,5.0,0.0,8.0,2.0,6.0
E,1.0,3.0,3.0,2.0,1.0,6.0,8.0,2.0,7.0,11.0,6.0,9.0,2.0,8.0,4.0,8.0
A,4.0,7.0,5.0,7.0,5.0,7.0,8.0,4.0,5.0,7.0,7.0,9.0,3.0,8.0,4.0,6.0
G,5.0,10.0,6.0,7.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,9.0,2.0,8.0,4.0,8.0
J,3.0,9.0,3.0,6.0,3.0,8.0,9.0,3.0,2.0,12.0,5.0,5.0,2.0,9.0,7.0,8.0
L,4.0,10.0,5.0,6.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,8.0,3.0,7.0,6.0,8.0
Q,4.0,10.0,6.0,8.0,5.7879395,8.0,8.0,7.0,5.0,6.0,8.0,9.0,3.0,7.0,6.0,11.0
J,3.0,7.0,5.0,5.0,1.0,7.0,7.0,3.0,6.0,15.0,7.0,9.0,1.0,6.0,1.0,7.0
E,3.0,5.0,4.0,3.0,3.0,7.0,8.0,3.0,7.0,11.0,7.0,9.0,2.0,8.0,4.0,7.0
W,7.0,8.0,8.0,6.0,6.0,4.0,11.0,2.0,3.0,10.0,8.0,8.0,7.0,10.0,2.0,6.0
H,6.0,9.0,6.0730314,6.0,5.0,6.0,8.0,2.0,5.0,10.0,7.0,8.0,4.0,8.0,3.0,7.0
H,4.0,5.0,5.0,4.0,4.0,7.0,8.0,5.0,6.0,7.0,6.0,7.0,3.0,8.0,4.0,8.0
S,5.0,10.0,5.0,5.0,2.0,9.0,5.0,3.0,4.0,12.0,7.0,9.0,2.0,10.0,3.0,8.0
C,3.0,5.0,4.0,3.0,3.0,7.0,8.0,4.0,3.0,6.0,9.0,10.0,3.0,8.0,4.0,8.0
Z,4.0,8.0,5.0,5.0,3.0,7.0,6.0,2.0,7.0,11.0,6.0,9.0,3.0,8.0,6.0,7.0
Y,4.0,10.0,6.0,8.0,2.0,7.0,11.0,2.0,3.0,8.0,12.0,8.0,1.0,10.0,0.0,8.0
A,6.0,10.0,6.0,5.0,2.0,12.0,3.0,3.0,1.0,10.0,4.0,11.0,5.0,5.0,3.0,9.216845
B,4.0,8.0,5.0,6.0,4.0,8.0,7.0,2.0,6.0,10.0,5.0,8.0,3.0,9.0,5.0,9.0
G,3.0,10.0,5.0,7.0,2.0,7.0,6.0,8.0,7.0,6.0,6.0,9.0,2.0,8.0,5.0,10.0
Z,4.0,5.0,5.0,4.0,3.0,7.0,7.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,5.0,9.0
L,5.0,11.0,5.0,6.0,3.0,8.0,4.0,3.0,5.0,11.0,7.0,10.0,3.0,10.0,5.0,9.0
L,3.0,6.0,3.0,4.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,5.0,0.0,8.0,0.0,8.0
N,3.0,5.0,3.0,6.0,2.0,7.0,7.0,13.89168,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
T,8.0,12.0,7.0,6.0,2.0,5.0,11.0,2.0,8.0,13.0,7.0,5.0,2.0,8.0,4.0,5.0
B,1.0,1.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,2.0,8.0,7.0,9.0
H,4.0,8.0,5.0,6.0,3.0,7.0,6.0,14.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0
U,3.0,6.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,7.0,9.0,5.0,7.0,2.0,8.0
O,4.0,10.0,5.0,8.0,4.0,7.0,7.0,8.0,4.0,8.0,6.0,8.0,3.0,8.0,3.0,8.0
A,2.0,4.0,4.0,3.0,2.0,8.0,2.7388544,1.0,2.0,7.0,2.0,8.0,2.0,5.0451674,1.0,7.0
B,2.0,1.0,2.0,2.0,2.0,7.0,8.0,8.0,5.0,7.0,5.0,7.0,2.0,8.0,7.0,9.0
M,6.0,10.0,9.724004,8.0,9.0,8.0,7.0,3.0,4.0,8.0,5.0,8.0,9.0,5.657299,2.0,8.0
B,3.0,5.0,5.0,4.0,3.0,9.365441,6.0,2.0,7.0,10.0,3.0,7.0,4.0,7.0,5.0,10.0
N,7.0,11.0,8.0,8.0,4.0,8.0,11.0,5.0,6.0,5.0,5.0,8.0,6.0,8.0,2.0,7.0
Y,3.0,7.0,5.0,6.0,5.0,7.0,8.0,3.0,4.0,7.0,8.0,8.0,3.0,10.0,5.0,5.0
J,4.0,9.0,6.0,7.0,3.0,5.0,8.0,3.0,6.0,15.0,7.0,10.0,1.0,6.0,2.0,7.0
P,6.0,11.0,7.0,8.0,4.0,5.0,12.0,10.0,2.0,10.0,7.0,4.0,1.0,11.0,4.0,8.0
Z,4.0,11.0,7.0,8.0,7.0,8.0,8.0,3.0,8.0,7.0,6.0,8.0,3.0,10.0,9.0,7.0
X,4.0,10.0,5.0,7.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
F,4.0,9.0,5.0,6.0,3.0,6.0,11.0,4.0,5.0,13.0,7.0,4.0,2.0,10.0,2.0,6.0
X,4.0,8.0,7.0,6.0,5.0,8.0,7.0,3.0,6.0,6.0,7.0,7.0,3.0,10.0,8.0,8.0
U,3.0,5.0,4.0,4.0,2.0,6.0,8.0,6.0,7.0,7.0,7.0,9.0,3.0,9.0,2.0,7.0
U,5.0,10.0,8.0,8.0,10.668542,7.0,8.0,4.0,4.0,6.0,7.0,9.0,10.0,8.0,9.0,8.0
N,4.0,3.0,6.0,4.0,3.0,7.0,8.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,3.0,7.0
B,5.0,8.0,5.0,5.0,4.0,9.0,7.0,5.0,6.0,10.0,5.0,7.0,3.0,7.0,7.0,11.0
F,4.0,8.0,4.0,6.0,3.0,3.0,10.0,3.0,5.0,10.0,11.0,9.0,1.0,8.0,2.0,7.0
G,2.0,5.0,4.0,3.0,2.0,7.0,6.0,6.0,7.0,6.0,6.0,9.0,2.0,9.0,4.0,9.0
X,3.0,2.0,4.0,3.0,2.0,8.0,7.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,6.0,7.0
Z,3.0,7.0,4.0,5.0,2.0,7.0,7.0,5.0,10.0,7.0,6.0,8.0,1.0,8.0,8.0,8.0
L,6.0,9.0,8.0,8.0,10.0,8.615818,8.0,4.0,5.0,7.0,7.0,8.0,5.0,13.0,8.0,6.0
L,2.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,7.0,0.0,2.0,5.0,0.0,7.0,0.0,7.0
L,2.0,6.0,4.0,4.0,2.0,5.0,5.0,0.026874203,8.0,7.0,2.0,10.0,1.0,6.0,2.0,8.0
P,6.0,10.0,6.0,6.0,3.0,6.0,11.0,5.0,3.0,12.0,5.0,3.0,2.0,10.0,4.0,8.0
C,3.0,5.0,4.0,3.0,1.0,6.0,7.0,6.0,9.0,7.0,7.0,13.0,1.0,8.0,4.0,9.0
J,4.0,7.0,4.0,8.0,3.0,7.0,10.0,5.0,3.0,11.0,5.0,5.0,2.0,9.0,7.0,7.0
U,3.0,6.0,5.0,4.0,2.0,7.0,8.0,6.0,6.0,5.0,9.0,8.0,3.0,9.0,0.0,8.0
V,7.0,11.0,6.0,8.0,4.0,1.4350709,11.0,2.0,4.0,10.0,11.0,7.0,2.0,10.0,1.0,7.0
V,5.0,9.0,6.0,7.0,3.0,4.0,11.0,2.0,3.0,8.0,11.0,8.0,3.0,11.112015,1.0,8.0
S,2.0,8.0,4.0,6.0,4.0,8.0,8.0,8.0,5.0,6.0,5.0,6.0,2.0,8.0,9.0,8.0
D,1.0,0.0,2.0,0.0,0.0,6.0,7.0,7.0,5.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0
J,0.0,0.0,1.0,1.0,0.0,12.0,4.0,5.0,3.0,12.0,4.0,10.0,0.0,7.0,0.0,8.0
Z,5.0,6.0,6.0,7.0,6.0,9.0,6.0,5.0,5.0,8.0,3.5285473,7.0,3.0,6.0,7.0,10.0
U,3.0,6.0,4.0,4.0,1.0,5.0,8.0,6.0,7.0,10.0,7.0,8.0,3.0,9.0,3.0,6.0
A,2.0,1.1636252,3.0,1.0,1.0,8.0,3.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,2.0,7.0
A,5.0,10.0,7.0,8.0,6.0,7.0,5.0,2.0,4.0,6.0,3.0,8.0,7.0,4.0,5.0,7.0
D,3.0,6.0,4.0,4.0,3.0,6.0,7.0,8.0,5.0,7.0,6.0,6.0,2.0,7.0,3.0,8.0
H,3.0,4.0,5.0,4.0,3.0,8.0,8.0,5.0,6.0,7.0,5.0,6.0,3.0,8.0,3.0,7.0
I,1.0,3.0,1.1430578,2.0,0.0,7.0,7.0,1.0,7.0,13.0,6.0,8.0,0.0,8.0,0.0,8.0
P,4.0,6.0,5.0,4.0,3.0,7.0,10.0,4.0,3.0,12.0,5.0,3.0,1.0,10.0,3.0,7.0
T,1.0925317,3.0,2.0,3.0,1.0,7.0,11.0,1.0,8.0,7.0,11.0,9.0,0.0,10.0,1.0,8.0
M,8.0,10.0,11.05019,8.0,9.0,9.0,7.0,2.0,5.0,9.0,5.0,7.0,8.0,7.0,2.0,8.0
H,3.0,9.0,6.0,6.0,5.0,7.0,7.0,7.0,4.0,6.0,5.0,8.0,3.0,8.0,3.0,7.0
U,7.0,11.0,6.0,6.0,4.0,7.0,6.0,6.0,5.0,5.0,10.0,7.0,4.0,9.0,2.0,8.0
L,6.0,15.0,6.0,8.0,4.0,7.0,5.0,3.0,5.0,11.0,7.0,11.0,3.0,7.0,8.0,8.0
I,2.0,4.0,3.0,3.0,1.0,6.0,8.0,0.0,6.0,13.0,6.0,7.0,0.0,8.0,1.0,7.0
G,4.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,10.0,7.0,10.0,8.0,9.86773
L,4.0,7.0,7.0,5.0,4.0,8.0,5.0,2.0,7.0,8.0,2.0,9.894882,0.0,7.0,3.0,8.0
O,7.0,12.0,5.0,7.0,3.0,5.0,7.0,7.0,4.0,10.0,7.0,9.0,4.0,9.0,4.0,8.0
C,5.0,7.0,5.0,5.0,2.0,4.0,10.0,7.0,8.0,12.0,10.0,8.0,1.0,9.0,3.0,7.0
X,8.0,14.0,8.0,7.0,5.0,5.0,7.0,2.0,8.0,11.0,8.0,10.0,5.0,8.0,4.0,6.0
G,4.0,9.0,4.0,7.0,3.0,5.0,7.0,6.0,5.0,10.0,7.0,10.0,2.0,8.0,4.0,9.0
D,5.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,9.0,5.0,5.0,4.0,9.0,4.0,10.0
P,8.341619,14.628841,9.0,8.0,6.0,11.0,5.0,4.0,5.0,11.0,2.0,8.0,5.0,8.0,6.0,9.0
P,3.0,9.0,4.0,6.0,2.0,4.0,10.0,9.0,3.0,9.0,6.0,4.0,1.0,10.0,4.0,8.0
C,4.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,4.0,7.0,6.0,11.0,4.0,9.0,4.0,10.0
L,1.0,3.0,2.0,2.0,1.0,5.0,4.0,3.0,7.0,5.0,0.0,6.0,0.0,7.0,1.0249155,7.0
Q,7.0,10.0,9.0,8.0,6.0,8.0,6.0,7.0,4.0,5.0,7.0,9.0,3.0,8.0,7.0,9.0
L,6.0,11.0,8.0,8.0,6.4978385,6.0,4.0,3.0,7.0,7.0,3.0,10.0,1.0,7.0,3.1176507,8.0
T,7.0,10.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,9.0,3.0,10.0,6.0,8.0
P,5.0,9.0,6.0,5.0,4.0,7.0,11.0,4.0,4.0,12.0,5.0,3.0,2.0,10.0,4.0,7.0
K,8.571467,11.0,7.0,6.0,3.0,7.0,7.0,3.0,7.0,10.0,9.0,9.0,6.0,11.0,3.0,8.0
G,3.0,6.0,4.0,5.0,3.0,7.0,6.0,5.0,4.0,6.0,6.0,9.0,2.0,11.0,6.0,8.0
X,4.0,8.0,6.0,6.0,4.0,8.0,7.0,4.0,9.0,6.0,6.0,8.0,3.0,8.0,7.0,8.0
L,6.0,9.0,6.0,6.0,4.0,6.0,7.0,2.0,7.0,10.0,6.0,9.0,2.0,7.0,5.0,8.0
G,4.0,7.0,5.0,5.0,3.0,5.0,6.0,5.3101783,7.0,6.0,5.0,11.0,3.0,9.0,4.0,8.0
M,6.0,9.0,9.0,7.0,6.0,5.0,7.0,3.0,5.0,9.0,9.0,10.0,9.0,6.0,2.0,8.0
W,1.0,0.0,1.0,0.0,0.0,7.0,8.0,3.0,0.0,7.0,9.0,8.0,3.0,9.0,0.0,8.0
C,4.0,11.0,5.0,8.0,5.0,7.0,7.0,7.0,5.0,9.0,7.0,10.0,3.0,10.0,4.0,10.0
T,3.0,8.0,4.0,7.0,4.0,7.0,11.0,3.0,6.0,7.0,11.0,8.0,2.0,12.0,1.0,8.0
H,3.0,8.0,4.0,5.0,2.0,7.0,8.0,15.0,2.0,7.0,4.0,8.0,3.0,8.0,0.0,8.0
V,4.0,9.0,4.0,6.0,3.0,3.0,11.0,4.0,3.0,11.0,11.0,8.0,2.0,10.0,1.0,8.0
P,6.0,6.0,7.0,8.0,3.0,5.0,11.0,9.0,4.0,9.0,5.0,4.0,1.0,10.0,4.0,8.0
Q,4.0,9.0,4.0,5.0,3.0,9.0,3.2186491,4.0,6.0,10.0,3.0,8.0,3.0,7.0,6.0,9.0
G,5.0,8.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,9.0,7.0,11.0,2.0,8.0,4.0,9.0
T,2.0,3.0,2.0,1.0,1.0,5.0,11.0,3.0,5.0,11.0,9.0,4.0,1.0,10.0,2.0,5.0
A,2.0,8.0,4.0,5.0,2.0,8.0,3.0,3.0,2.0,7.0,1.0,8.0,2.0,7.0,3.0,8.0
R,6.0,5.0,6.0,8.0,3.0,5.0,12.0,8.0,3.0,7.0,3.0,9.0,3.0,7.0,7.0,11.0
M,3.0,7.0,5.0,6.0,5.0,7.0,6.0,7.0,2.0,7.0,7.0,8.0,7.0,7.0,2.0,8.0
N,4.0,9.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
Q,3.0,7.0,4.0,7.0,5.0,8.0,8.0,7.0,5.0,7.0,4.0,8.0,3.0,8.0,5.0,8.0
O,2.0,5.0,3.0,3.0,2.0,8.0,6.0,7.0,5.0,7.0,5.0,8.0,3.0,8.0,3.0,8.0
H,7.0,11.0,9.0,8.0,8.0,5.0,8.0,5.0,6.0,6.0,7.0,9.0,6.0,7.0,4.0,8.0
N,2.0,3.0,4.0,1.0,1.0,7.0,8.0,3.0,4.0,10.0,6.0,7.0,4.0,8.0,0.0,7.0
W,2.0,0.0,3.0,1.0,1.0,7.0,8.0,3.0,0.0,7.0,8.0,8.0,7.0,9.0,0.0,8.0
