lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
T,2.0,1.0,3.0,2.0,0.0,7.0,14.480413,1.0,3.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
Z,5.0,9.0,7.0,7.0,6.0,6.0,8.0,2.0,8.0,9.0,6.0,8.0,3.0,8.0,8.0,6.0
D,6.0,12.0,6.0,6.0,4.0,11.0,4.0,4.0,4.0,10.0,3.0,7.0,5.0,6.0,4.0,10.0
Q,0.0,4.0,4.0,7.0,4.0,8.0,7.0,7.0,3.0,5.0,7.0,9.0,3.0,8.0,6.0,9.070753
N,6.0,7.0,7.0,5.0,4.0,9.0,8.0,3.0,5.0,10.0,2.0,5.0,5.0,8.0,1.0,7.0
V,4.0,8.0,5.0,6.0,6.0,7.0,8.0,6.0,5.0,7.0,6.0,8.0,6.0,9.0,7.0,9.0
E,4.0,8.0,5.0,6.0,5.0,7.0,7.0,5.0,6.0,8.0,7.0,10.0,4.0,9.0,6.0,9.0
D,5.0,5.0,6.0,8.0,3.0,5.0,7.0,9.0,8.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0
I,4.0,6.0,6.0,7.0,5.0,8.0,7.0,4.0,6.0,7.0,6.0,8.0,3.0,8.0,8.0,9.0
I,5.0,11.0,4.0,6.0,2.0,8.0,6.0,3.0,5.0,12.0,5.0,7.0,2.0,9.0,4.0,10.0
U,3.0,7.0,4.0,4.0,2.0,7.0,5.0,10.600051,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
D,6.0,11.0,8.0,8.0,5.0,9.0,6.0,4.0,7.0,11.0,4.0,6.0,4.0,6.0,4.0,8.0
R,5.0,9.0,6.0,8.0,6.0,9.0,5.0,4.0,4.0,8.0,4.0,9.0,9.0,6.0,6.0,12.0
R,4.0,8.0,5.0,6.0,3.0,5.0,11.436711,8.0,4.0,7.0,3.0,9.0,3.0,7.0,6.3731136,11.0
C,5.0,9.0,6.0,5.0,5.0,7.0,7.0,5.0,3.0,7.0,7.0,11.0,6.0,8.0,5.0,9.0
U,6.0,9.0,5.0,6.0,4.0,4.0,8.0,6.0,7.0,9.0,8.0,8.0,4.0,10.0,3.0,4.0
E,3.0,5.0,5.0,2.0,2.0,6.0,8.0,3.0,8.0,12.0,8.0,9.0,2.0,9.0,4.0,6.0
H,6.0,11.0,7.0,8.0,3.0,7.0,7.0,15.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0
N,5.0,6.9155774,7.0,4.553642,3.0,8.0,8.0,4.0,5.0,10.0,5.0,7.0,5.0,8.0,1.0,7.0
Y,3.0,4.0,5.0,3.0,2.0,7.0,11.0,1.0,8.0,7.0,11.0,7.0,1.0,11.0,2.0,7.0
J,3.0,10.0,3.0,8.0,2.0,11.0,5.0,8.319647,3.0,10.0,7.0,11.0,2.0,6.0,0.0,8.0
O,5.0,9.0,6.0,7.0,4.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
J,2.0,7.0,2.0,6.0,2.0,14.080541,3.0,5.0,4.0,13.0,2.0,10.0,0.0,7.0,0.0,8.0
K,3.0,7.0,4.0,4.0,4.0,4.0,7.0,4.0,6.0,7.0,5.0,10.0,3.0,7.0,6.0,8.0
U,2.0,7.0,4.0,5.0,2.0,8.0,6.0,11.554118,4.0,7.0,11.0,8.0,3.0,9.0,0.0,8.0
P,5.0,10.0,7.0,8.0,5.0,5.0,9.0,10.0,5.0,9.0,6.0,3.0,2.0,9.0,4.0,8.0
V,3.0,5.0,5.0,4.0,2.0,7.0,12.0,2.0,3.0,6.0,11.0,9.0,2.0,11.0,1.0,8.0
U,3.0,4.0,4.0,4.0,2.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,3.0,9.0,1.0,8.0
I,0.0,5.0,0.0,3.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
G,4.0,9.0,4.0,6.0,3.0,6.0,7.0,7.0,6.0,10.0,8.0,10.0,2.0,9.0,4.0,9.0
K,5.0,7.0,8.0,5.0,5.0,5.0,8.0,2.0,6.0,9.406052,9.0,10.0,5.0,7.0,4.0,6.0
N,2.0,2.0,2.0,2.0,1.0,7.0,7.0,12.0,1.0,5.0,6.0,8.0,4.0,8.0,0.0,8.0
T,3.0,6.0,5.0,7.0,2.0,7.0,14.0,0.0,5.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
J,4.0,9.0,6.0,6.0,3.0,12.0,4.0,5.9151464,5.0,13.0,3.0,9.0,1.0,6.0,0.0,8.0
L,2.0,7.0,2.0,5.0,1.0,0.0,1.3421619,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
R,4.0,9.0,6.0,7.0,4.0,10.0,7.0,3.0,6.0,10.0,2.0,7.0,3.0,6.0,4.0,9.0
X,4.0,5.0,7.0,4.0,3.0,5.0,8.0,2.0,8.0,10.0,10.0,9.0,3.0,8.0,4.0,6.0
N,4.0,4.0,5.0,6.0,3.0,7.0,7.0,14.771098,2.0,7.0,7.0,8.0,7.0,7.0,0.0,8.0
Y,2.0,3.0,4.0,2.0,2.0,7.0,8.0,2.0,6.0,9.0,7.0,8.0,2.0,8.0,2.0,7.0
L,2.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,7.0,5.0,1.0,8.0,0.0,7.0,1.0,7.0
P,4.0,3.0,5.0,2.0,2.0,7.0,10.0,4.0,4.0,12.0,5.0,3.9349165,1.0,10.0,3.0,8.0
I,4.0,10.0,5.0,8.0,3.0,7.0,7.0,0.0,7.0,13.0,6.0,7.0,0.0,8.0,2.0,7.0
V,4.0,8.0,5.0,6.0,2.0,4.0,11.0,4.0,4.0,11.0,11.0,8.0,3.0,9.0,1.0,7.0
N,4.0,6.0,6.0,4.0,3.0,7.0,8.0,2.0,4.0,10.0,6.0,7.0,5.0,9.0,1.0,7.0
L,5.0,5.0,5.0,7.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0
V,4.0,11.0,6.0,8.0,5.0,7.0,9.0,3.0,3.0,7.0,11.0,8.0,3.0,9.0,1.0,8.0
N,4.0,8.0,4.0,6.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
M,8.0,10.0,11.0,7.0,8.0,11.0,6.0,2.0,5.0,9.0,3.0,6.0,10.0,6.0,2.0,8.0
U,4.0,6.0,5.0,4.0,2.0,7.0,6.0,10.0,4.0,7.0,12.46919,8.0,3.0,9.0,0.0,8.0
M,4.0,8.0,7.0,6.0,8.0,10.0,6.0,3.0,3.0,7.0,5.0,8.0,8.0,7.0,4.0,4.0
D,4.0,10.0,6.0,8.0,5.0,6.0,8.0,7.0,6.0,10.0,7.4677367,5.0,3.0,8.0,3.0,7.0
Q,8.0,14.0,8.0,8.0,6.0,11.0,5.0,5.0,5.0,11.0,4.0,8.0,3.0,9.0,8.0,11.0
R,5.0,9.0,5.0,5.0,2.0,7.0,6.0,4.0,5.0,6.0,6.0,6.0,3.0,8.0,4.0,8.0
F,4.0,8.0,5.0,6.0,3.0,3.0,11.266314,4.0,4.0,12.0,10.0,5.0,2.0,10.0,2.0,6.0
B,4.0,11.0,6.0,8.0,8.0,7.0,8.0,5.0,4.0,6.0,6.0,8.0,5.0,8.0,6.0,7.0
E,5.0,8.0,8.0,6.0,5.0,5.0,9.0,4.0,9.0,11.0,9.0,8.0,3.0,8.0,5.0,5.0
C,9.0,12.0,6.0,7.0,4.0,6.0,8.0,5.0,8.0,11.0,8.0,9.0,2.0,9.0,6.0,8.0
S,3.0,3.0,4.0,5.0,2.0,7.0,7.0,5.0,8.0,4.686887,6.0,7.0,0.0,8.0,9.0,8.0
S,9.036797,15.0,8.0,8.0,4.0,8.0,6.0,4.0,8.0,11.0,5.0,8.0,3.0,8.0,5.0,8.0
A,1.0,3.0,2.0,1.0,1.0,7.0,4.0,3.0,0.0,7.0,2.0,8.0,2.0,6.0,1.0,8.0
G,2.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,6.0,6.0,9.0,2.0,9.0,4.0,8.0
U,5.0,5.0,5.0,3.0,3.0,4.0,8.0,5.0,8.0,9.0,8.0,9.0,3.0,9.0,2.0,5.0
B,3.0,7.0,4.0,5.0,4.0,7.0,9.0,6.0,6.0,7.0,5.0,6.0,2.0,8.0,6.0,9.0
T,2.0,8.0,3.0,5.0,1.0,7.0,14.0,0.0,6.0,6.0,11.0,8.0,0.0,8.0,0.0,8.0
V,2.0,4.0,3.0,3.0,2.0,7.0,11.0,2.0,2.0,7.0,10.0,8.0,2.0,10.0,1.0,8.0
X,7.0,10.0,7.0,6.0,3.0,7.0,8.0,2.0,9.0,10.0,9.0,8.0,3.0,10.0,4.0,7.0
E,5.0,9.0,7.0,7.0,5.0,7.0,7.0,6.0,10.0,7.0,8.0,10.0,3.0,8.0,6.0,8.0
H,4.0,6.0,6.0,4.0,3.0,6.0,7.0,3.0,7.0,11.0,7.106612,8.0,3.0,8.0,3.0,7.0
Z,2.0,0.0,2.0,1.0,1.0,7.0,7.0,3.0,13.249913,8.0,6.0,8.0,0.0,8.0,7.0,8.0
C,5.0,9.0,6.0,5.0,5.0,8.0,6.0,6.0,3.0,8.0,6.0,11.0,4.0,9.0,4.0,8.0
R,4.0,10.0,4.0,8.0,5.0,5.0,10.0,7.0,3.0,7.0,4.0,9.0,3.0,6.0,5.0,11.0
H,4.0,5.0,4.0,6.0,2.0,7.0,4.7437153,15.0,2.0,7.0,9.0,8.0,3.0,8.0,0.0,8.0
A,6.0,10.0,9.0,8.0,7.0,5.0,7.0,4.0,7.0,7.0,8.0,10.0,6.0,8.0,4.0,7.0
H,7.0,10.0,8.0,5.0,5.0,10.0,7.0,4.0,5.0,11.0,4.0,7.0,6.0,9.0,5.0,9.0
I,6.0,13.0,6.0,8.0,4.0,9.0,7.0,2.0,7.0,8.0,6.0,6.0,0.0,9.0,4.0,7.0
R,5.0,10.0,6.0,7.0,4.0,5.0,11.0,8.0,3.0,7.0,4.0,8.0,3.0,7.0,6.0,11.0
N,1.0,0.0,2.0,0.0,0.0,7.0,7.0,12.0,0.0,5.0,6.0,8.0,3.0,8.0,0.0,8.0
C,2.0,5.0,3.0,3.0,2.0,4.0,7.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,4.0,9.0
U,6.0,9.0,6.0,6.0,5.0,4.0,8.0,5.0,7.0,10.0,9.0,9.0,3.0,9.0,2.0,5.0806556
I,1.0,6.0,4.0,4.0,1.0,7.0,7.0,1.0,7.0,13.0,6.0,7.0,0.0,9.0,1.0,7.0
K,3.0,7.0,4.0,4.0,1.0,4.0,8.0,9.0,1.0,7.0,5.0,10.0,3.0,8.0,3.0,10.0
R,3.0,7.0,4.0,6.0,2.0,6.0,9.0,9.0,4.0,7.0,5.0,8.0,2.0,7.0,5.0,11.0
C,2.0,4.0,2.0,3.0,2.0,6.0,7.0,6.0,4.0,8.0,7.0,13.0,3.0,9.0,3.0,10.0
P,4.0,7.0,5.0,5.0,3.0,6.0,10.0,3.0,6.0,13.0,6.0,4.0,1.0,9.0,3.0,8.0
Z,4.0,9.0,6.0,7.0,6.0,8.0,5.0,4.0,8.0,8.0,6.0,9.0,2.0,7.0,10.0,9.0
O,5.0,9.0,6.0,7.0,5.0,7.0,6.0,7.0,3.0,9.0,6.0,7.0,3.0,8.0,3.0,7.0
K,6.0,10.0,9.0,8.0,6.405383,7.0,7.0,3.0,6.0,6.0,6.0,8.0,6.0,9.0,8.0,8.0
U,3.0,6.0,4.0,5.0,3.0,6.0,8.0,5.0,6.0,7.0,9.0,9.0,3.0,9.0,0.0,8.0
I,1.0,6.0,0.0,4.0,1.0,8.0,7.0,2.0,4.0,7.0,6.0,8.0,0.0,8.0,1.0,8.0
U,3.0,1.8402805,4.0,3.0,2.0,6.0,9.0,5.0,6.0,6.0,9.0,9.0,3.0,9.0,1.0,8.0
P,3.0,4.0,4.0,3.0,2.0,7.0,10.0,4.0,3.0,12.0,5.0,3.0,3.0,10.0,3.0,7.0
X,5.0,10.0,6.0,6.0,4.0,7.0,8.0,0.0,8.0,10.0,6.0,8.0,2.0,9.0,3.0,7.0
Q,4.0,7.0,5.0,9.0,4.0,8.0,8.0,6.0,3.0,7.0,9.0,9.0,3.0,8.0,6.0,8.0
C,1.0,1.0,2.0,1.0,0.0,6.0,7.0,6.0,8.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0
Y,6.0,7.0,6.0,5.0,3.0,6.0,10.0,6.0,5.0,11.0,8.0,3.4047515,3.0,11.0,3.0,5.0
G,4.0,5.0,6.0,7.0,6.0,7.0,8.0,5.0,3.0,7.0,7.0,6.0,7.0,10.0,7.0,9.0
Z,1.0,3.0,3.0,2.0,1.0,7.0,7.0,2.0,8.0,12.0,6.0,8.0,1.0,8.0,5.0,7.0
O,3.0,6.0,4.0,4.0,3.0,8.0,7.0,7.0,4.0,7.0,5.0,8.0,2.0,8.0,2.0,8.0
Y,5.0,8.0,6.0,11.0,7.0,8.0,7.0,4.0,3.0,7.0,8.0,7.0,5.0,10.0,5.0,7.0
D,4.0,8.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,7.0,6.0,6.0,5.0,9.0,7.0,6.0
R,4.0,9.0,4.0,7.0,3.0,5.0,9.0,8.0,4.0,7.0,4.0,8.0,3.0,7.0,6.0,10.0
U,6.0,9.0,8.0,6.0,9.0,6.0,6.0,4.0,5.0,7.0,6.0,9.0,9.0,9.0,7.0,5.0
J,4.0,7.0,5.0,6.0,3.0,9.0,5.0,4.0,7.0,13.0,4.0,10.0,1.0,6.0,1.0,7.0
I,4.0,6.0,4.0,4.0,2.0,9.0,6.0,2.0,6.0,13.0,5.0,7.0,1.0,9.0,3.0,9.0
U,8.0,10.0,8.0,7.0,6.0,4.0,8.0,5.0,8.0,10.0,8.0,9.0,4.0,9.0,3.0,4.0
D,5.0,10.0,6.0,8.0,7.0,10.0,6.0,3.0,6.0,9.0,3.0,6.0,3.0,8.0,3.0,9.0
U,4.0,7.0,4.0,7.0,3.0,7.0,5.0,14.229341,5.0,7.0,11.0,8.0,3.0,9.0,0.0,8.0
R,6.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,8.0,5.0,8.0,6.0,9.0
S,4.0,10.0,5.0,8.0,4.0,8.0,7.0,5.0,7.0,8.0,5.0,6.0,2.0,8.0,5.268288,8.0
D,4.0,11.0,6.0,10.0,5.0,10.0,7.0,4.0,7.0,9.0,3.0,5.0,3.0,8.0,3.0,8.0
S,4.0,5.0,6.0,4.0,5.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,3.0,8.0,9.0,5.0
K,4.0,8.0,6.0,6.0,5.0,6.0,7.0,1.0,6.0,10.0,5.0,9.0,4.0,7.0,5.0,8.0
P,5.0,8.0,6.0,6.0,5.0,6.0,9.0,7.0,5.0,9.0,6.0,4.0,2.0,10.0,4.0,8.0
U,7.0,11.0,8.0,8.0,4.0,4.0,8.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,3.0,5.0
O,3.0,7.0,5.0,6.0,2.0,7.0,8.0,6.0,7.0,10.0,7.0,7.0,3.0,9.0,4.0,8.0
J,4.0,10.0,6.0,8.0,4.0,8.0,7.0,2.0,5.0,12.0,6.0,8.0,3.0,8.0,2.0,8.0
J,6.0,9.0,7.0,7.0,3.0,8.0,8.0,1.0,7.0,12.0,5.0,7.0,3.0,8.0,2.0,8.0
K,5.0,9.0,6.0,4.0,3.0,12.0,4.0,4.0,4.0,11.270093,1.0,8.0,4.0,7.0,2.0,10.0
P,3.0,7.0,4.0,4.0,2.0,4.0,11.0,9.0,2.0,9.0,6.0,5.0,1.0,10.0,3.0,8.0
A,7.0,13.0,7.0,8.0,4.0,10.0,3.0,4.0,2.0,10.0,2.0,9.0,5.0,5.0,5.0,7.0
S,6.0,11.0,7.0,8.0,6.0,8.0,8.0,4.0,4.0,9.0,5.0,6.0,1.0,7.0,5.0,8.0
M,3.0,2.0,4.0,4.0,3.0,9.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,2.0,7.0
A,3.0,5.0,6.0,3.0,2.0,7.0,2.0,3.0,2.0,7.0,1.0,8.0,3.0,6.0,2.0,7.0
K,2.0,1.0,3.0,2.0,2.0,6.0,7.0,4.0,4.0,7.0,6.0,11.0,3.0,9.0,4.0,10.0
Y,2.0,3.0,4.0,4.0,1.0,8.0,10.0,2.0,2.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0
X,3.0,5.0,4.0,4.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
C,3.0,9.0,4.0,7.0,3.0,5.0,7.0,6.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.146666
S,2.0,4.0,3.0,3.0,2.0,8.0,7.0,3.0,7.0,10.0,4.0,8.0,1.6118233,6.0,3.0,8.0
J,2.0,4.0,3.0,6.0,1.0,13.0,2.0,9.0,4.0,13.0,4.0,12.0,0.0,7.0,0.0,8.0
O,2.0,4.0,3.0,3.0,2.0,8.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,2.0,8.0
V,1.0,6.0,3.0,4.0,1.0,5.0,9.0,3.0,2.0,8.0,12.0,8.0,2.0,10.0,0.0,8.0
Z,5.0,9.0,6.0,6.0,4.0,12.0,3.0,4.0,6.0,10.0,3.117949,9.0,2.0,7.0,6.0,9.0
E,3.0,7.0,4.0,5.0,3.0,8.0,7.0,5.0,8.0,8.0,7.0,9.0,3.0,9.0,6.0,9.0
O,4.0,11.0,5.0,8.0,3.0,7.0,6.0,8.0,4.0,6.0,5.0,7.0,3.0,8.0,4.0,8.0
M,4.0,8.0,5.0,6.0,7.0,8.0,6.0,5.0,2.0,7.0,6.848629,8.0,9.4876,1.3981392,2.0,6.0
G,4.0,11.0,5.0,8.0,3.0,8.0,7.0,7.0,9.0,6.0,6.0,7.0,2.0,7.0,6.0,9.0
Q,2.0,3.0,3.0,5.0,3.0,7.0,8.0,5.0,3.0,6.0,6.0,10.0,2.0,9.0,4.0,9.0
Y,3.0,4.0,4.0,3.0,2.0,5.0,10.0,2.0,7.0,11.0,9.0,4.8501873,1.0,11.0,2.0,3.916394
K,6.0,10.0,10.0,8.0,10.0,6.0,7.0,3.0,5.0,7.0,7.0,10.831293,6.0,8.0,7.105903,5.0
K,2.0,6.0,3.0,4.0,2.0,4.0,6.0,7.0,2.0,7.0,6.0,11.0,3.0,8.0,2.0,11.0
V,5.0,9.0,8.0,7.0,3.0,5.0,12.0,3.0,5.0,7.0,11.0,8.0,3.0,10.0,1.0,8.0
N,4.0,11.0,4.0,7.0,3.0,6.0,9.0,6.0,4.0,7.0,8.0,8.0,5.0,9.0,1.0,7.0
M,5.0,9.0,7.0,7.0,6.6056347,4.0,7.0,3.0,4.0,10.0,10.0,10.0,6.0,7.0,2.0,6.0
Q,7.0,9.0,9.0,8.0,7.0,7.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,8.0,7.0,6.0
C,5.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0,9.0,7.0,4.0,10.0,2.0,8.0,5.0,9.0
K,7.0,9.0,8.991558,7.0,6.0,4.0,8.0,2.0,7.0,11.0,9.0,10.0,4.0,9.0,3.0,6.0
C,4.0,9.0,5.0,7.0,2.0,7.0,6.0,6.0,10.0,6.0,5.0,14.0,1.0,8.0,4.0,9.0
J,3.0,9.0,5.0,7.0,3.0,9.0,6.195796,4.0,5.0,9.0,6.0,7.0,2.0,7.0,3.0,7.0
G,5.0,5.0,6.0,6.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,12.0,2.0,10.0,4.0,9.0
F,5.0,9.0,8.0,7.0,6.0,8.0,10.0,1.0,4.0,12.0,6.0,6.0,3.0,8.0,2.0,8.0
Y,2.0,2.133675,3.0,1.0,1.0,4.0,10.0,3.0,2.0,10.0,10.0,6.0,1.0,11.0,1.0,6.0
X,5.0,9.0,8.0,7.0,4.0126333,6.0,8.0,1.0,8.0,10.0,8.0,8.0,3.0,9.0,3.0,6.0
C,5.0,4.0,6.0,7.0,2.0,6.0,7.0,6.0,13.001601,7.0,6.0,14.570314,0.0,8.0,4.0,8.0
U,2.0,4.0,3.0,3.0,2.0,5.0,7.0,4.0,3.0,8.0,7.0,9.0,3.0,7.0,2.0,8.0
P,0.0,5.0,3.0,3.0,1.0,4.0,12.0,7.0,2.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0
V,4.0,7.0,6.0,5.0,7.0,7.0,6.0,4.0,2.0,8.0,7.0,9.0,6.0,10.0,3.0,8.0
I,1.0,4.0,0.0,4.0,1.0,7.0,7.0,2.0,4.0,7.0,6.0,9.0,0.0,8.0,0.0,8.0
G,9.0,15.0,7.0,8.0,5.0,7.0,5.0,5.0,2.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0
U,3.0,6.0,5.0,4.0,3.0,9.0,5.0,3.0,4.0,9.0,2.0,8.0,3.0,6.0,2.0,9.0
N,5.0,10.0,5.0,8.0,5.0,7.0,7.0,14.912695,1.0,6.0,6.0,8.0,6.0,7.0,0.0,8.0
X,2.0,4.0,3.0,3.0,1.0,7.0,7.0,3.0,8.0,6.0,6.0,8.0,2.0,8.0,5.0,8.0
S,4.0,9.0,4.0,7.0,4.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,2.0,8.0,8.0,7.0
Q,6.0,15.0,5.0,8.0,5.0,9.0,4.0,5.0,4.0,11.0,4.0,8.0,3.0,9.0,7.0,11.0
C,8.0,10.0,7.0,8.0,5.0,5.0,7.0,5.0,7.0,11.0,9.0,13.0,3.9196138,9.0,5.0,6.0
G,2.0,2.0,2.0,3.0,1.0,7.0,6.0,5.0,6.0,6.0,5.0,8.0,2.0,7.0,4.0,8.0
D,5.0,9.0,4.0,5.0,3.0,5.0,8.0,6.0,7.0,8.955917,6.0,6.0,3.0,9.0,3.6601462,7.0
G,6.0,10.0,8.0,8.0,8.5544615,8.0,9.0,6.0,3.0,5.0,6.0,9.0,5.0,7.0,7.0,8.0
S,4.0,7.0,5.0,5.0,3.0,8.0,7.0,4.0,8.0,11.0,4.0,7.0,2.0,9.0,5.0,8.0
X,2.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
L,2.0,6.0,5.0,5.0,2.0,7.0,4.0,0.0,8.374897,9.0,2.0,10.0,0.0,7.0,2.0,8.0
G,2.0,2.0,2.0,3.0,1.0,7.0,6.0,5.0,4.0,6.0,6.0,10.0,2.0,9.0,5.0,11.0
E,4.0,6.0,6.0,4.0,5.0,6.0,8.0,4.0,7.0,7.0,7.0,9.0,4.0,10.0,7.0,8.0
U,2.0,0.0,2.0,0.0,0.0,8.0,6.0,11.0,4.0,7.0,12.0,8.0,3.0,10.0,0.0,8.0
N,4.0,7.0,5.0,5.0,4.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,4.0,8.0,2.0,7.0
K,7.0,9.0,7.0,7.0,8.0,7.0,10.0,4.0,5.0,7.0,4.0,10.0,5.0,8.0,7.0,10.0
E,4.0,6.0,6.0,4.0,5.0,7.0,8.0,6.0,4.0,7.0,6.0,9.0,4.0,7.0,7.0,8.0
S,3.0,6.0,4.0,4.0,2.0,7.0,8.0,3.0,8.0,11.0,6.0,8.0,1.0,9.0,5.0,6.0
A,5.0,11.0,6.0,8.0,5.0,8.0,7.0,4.0,6.0,6.0,7.0,10.0,6.0,7.0,4.0,7.0
C,2.0,3.0,3.0,2.0,1.0,6.0,8.0,6.0,7.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0
S,4.0,3.0,5.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,7.9314647,9.0,2.0,10.0,9.0,8.0
U,4.0,9.0,5.0,7.0,3.0,6.0,8.0,5.0,7.0,6.0,9.0,9.0,3.0,9.0,1.0,7.0
R,6.0,10.0,8.0,8.0,10.467849,6.0,7.0,4.0,3.0,6.0,5.0,9.0,7.0,8.0,6.0,10.0
Z,2.0,3.0,3.0,3.0,2.0,7.0,7.0,2.0,4.0,10.0,7.0,8.0,1.0,9.0,6.0,8.0
W,4.0,8.0,6.0,6.0,4.0,7.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0
H,3.0,4.0,4.0,5.0,2.0,7.0,8.0,15.0,2.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0
J,4.0,11.0,5.0,8.0,2.0,10.0,5.0,2.0,8.0,13.0,3.0,8.0,0.0,7.0,1.0,7.0
U,4.0,5.040652,4.0,4.0,3.0,6.0,7.0,4.0,7.0,8.0,8.0,9.0,3.0,9.0,2.0,7.0
C,7.0,10.0,7.0,8.0,5.0,4.0,7.0,5.0,7.0,11.0,9.0,14.0,5.0,9.0,5.0,5.0
P,4.0,9.0,5.0,6.0,4.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,3.0,9.0,4.0,8.0
P,6.0,9.0,8.0,7.0,5.0,8.0,9.0,4.0,7.0,11.0,4.0,3.0,3.0,10.0,3.0,7.0
G,5.0,9.0,6.0,7.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,11.0,2.0,8.0,6.0,10.0
E,4.0,7.0,6.0,4.0,4.0,8.0,6.0,2.0,7.0,11.0,5.0,9.0,3.0,8.0,5.0,10.0
Y,9.0,14.0,8.0,9.0,4.0,5.0,9.0,3.0,7.0,11.0,9.0,5.0,3.0,9.0,6.0,3.5082154
X,2.0,1.0,4.0,2.0,2.0,7.0,7.0,4.0,8.0,7.0,6.0,8.0,3.0,8.0,5.0,8.0
N,5.0,9.0,6.0,6.0,4.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,6.0,9.0,0.0,7.0
F,1.0,3.0,2.0,4.0,1.0,3.0,11.0,3.0,4.0,11.0,10.0,8.0,0.0,8.0,2.0,7.0
F,4.0,10.0,5.0,7.0,2.0,1.0,14.0,5.0,4.0,12.0,9.0,5.0,0.0,8.0,3.0,6.0
P,11.0,11.0,10.0,8.0,4.0,7.0,12.0,7.0,4.0,12.0,4.0,2.0,4.0,11.0,4.0,8.0
W,4.0,9.0,5.0,7.0,5.0,6.0,8.0,4.0,3.0,7.0,7.0,8.0,5.0,10.0,3.0,8.0
G,6.0,10.0,5.0,6.0,4.0,8.0,8.0,6.0,5.0,9.0,5.0,6.0,3.0,8.0,8.0,9.537718
V,7.0,11.0,7.0,8.0,3.0,4.0,12.0,3.0,6.0,9.0,11.0,6.0,3.0,9.0,1.0,6.0
D,2.0,6.0,4.0,4.0,2.0,10.0,6.0,3.0,6.0,11.0,4.0,7.0,3.0,8.0,3.0,10.0
E,5.0,5.0,5.0,7.0,4.0,3.0,7.0,6.0,10.0,7.0,7.0,14.0,0.0,8.0,7.0,7.0
B,4.0,9.0,7.0,7.0,7.0,9.0,8.0,4.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,7.0
P,4.0,9.0,6.0,7.0,4.0,6.0,10.0,4.0,7.0,10.0,8.0,4.0,1.0,10.0,4.0,8.0
J,3.0,11.0,4.0,8.0,2.0,13.0,3.4916766,6.0,4.0,13.0,3.0,9.0,0.0,7.0,0.0,8.0
D,3.0,9.0,5.0,7.0,4.0,9.0,7.0,5.0,7.0,9.0,5.0,5.0,3.0,8.0,3.0,7.0
I,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
R,3.0,2.0,4.0,3.0,2.0,8.0,8.0,5.0,5.0,6.0,5.0,7.0,3.0,7.0,4.0,8.0
