lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
C,2.0,4.0,3.0,7.0,2.0,6.0,7.0,6.0,8.0,8.0,6.0,13.0,1.0,9.0,4.0,10.0
O,2.0,1.0,4.0,2.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
D,2.0,3.0,3.0,2.0,2.0,10.0,6.0,3.0,4.4309607,11.0,5.0,7.0,2.0,8.0,2.0,8.0
Z,2.0,6.0,4.0,5.0,2.0,8.0,7.0,2.0,10.0,11.0,5.0,8.0,1.0,8.0,6.0,8.0
Q,5.0,6.0,5.0,7.0,5.0,7.0,7.0,6.0,3.0,8.0,8.0,10.0,3.0,8.0,6.0,7.0
D,2.0,3.0,4.0,2.0,2.0,8.0,7.0,4.0,6.0,10.0,5.0,6.0,2.0,8.0,4.0,8.0
P,4.0,8.0,6.0,8.0,8.949677,8.0,7.0,4.0,3.0,7.0,7.0,7.0,7.0,11.0,5.0,7.0
D,2.0,1.0,2.0,2.0,1.0,6.0,7.0,7.999145,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0
Y,5.0,8.0,5.0,6.0,3.0,4.0,10.0,1.0,7.0,9.876979,10.0,5.0,3.0,11.0,4.0,3.0
M,3.0,5.0,5.0,3.0,4.0,8.0,6.0,5.0,3.5992842,7.0,7.0,8.0,7.0,6.0,2.0,8.0
M,6.0,10.0,8.0,8.0,9.0,8.0,8.0,5.0,4.0,6.0,7.0,8.0,10.0,6.0,4.0,6.0
O,5.0,10.0,5.0,8.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
C,4.0,10.0,5.0,7.0,3.0,4.0,8.0,7.0,9.0,7.0,8.0,13.0,1.0,8.0,4.0,8.0
N,5.0,11.0,5.0,8.0,5.0,7.0,7.0,14.0,1.8442863,5.0,6.0,8.0,6.0,8.0,0.0,9.0
I,1.0,5.0,2.0,4.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
J,1.0,0.0,2.0,1.0,1.0,9.0,6.0,3.0,6.0,11.0,5.0,10.0,0.0,7.0,1.0,8.0
B,2.0,1.0,3.0,3.0,2.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,2.0,8.0,5.0,10.0
M,5.0,9.0,7.0,6.0,6.0,8.0,6.0,5.0,6.0,6.0,7.0,8.0,8.0,6.0,3.0,8.0
Q,2.0,4.0,4.0,5.0,3.0,7.0,8.0,6.0,3.0,7.0,7.0,9.0,3.0,8.0,5.0,8.0
B,3.0,7.0,5.0,6.0,6.0,8.0,6.0,5.0,4.0,7.0,7.0,8.0,6.5668945,8.0,7.0,8.0
P,4.0,8.0,5.0,6.0,3.0,5.0,10.0,5.0,5.0,11.0,8.0,3.0,1.0,10.0,4.0,7.0
G,4.0,7.0,6.0,5.0,5.0,7.0,8.0,5.0,3.0,6.0,6.0,9.0,4.0,8.0,7.0,8.0
S,2.0,7.0,4.0,5.0,3.0,8.0,7.0,7.0,5.0,7.0,5.0,6.0,2.0,8.0,8.0,7.786302
B,4.0,7.0,4.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,8.0,7.0,10.0
B,7.0,11.0,9.848521,8.0,8.0,10.0,6.0,4.0,7.0,10.0,4.0,8.0,5.0,8.0,6.0,11.0
A,3.0,7.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,5.0,2.0,7.0,4.0,6.0,4.0,7.0
K,1.0,0.0,1.0,0.0,0.0,4.0,6.0,5.0,1.0,7.0,6.0,10.0,3.0,7.0,1.0,10.0
I,5.0,11.0,5.0,7.0,3.0,9.0,7.0,2.0,5.0,12.0,5.0,6.0,1.0,10.0,5.0,13.0
C,4.0,4.0,5.0,6.0,1.0,6.0,8.0,6.0,10.0,5.0,7.0,14.0,1.0,7.0,4.0,9.0
Q,3.0,5.0,3.0,5.0,3.0,8.0,6.0,7.0,6.0,7.0,5.0,9.0,2.0,8.0,4.0,8.0
A,5.723137,10.0,8.0,8.0,7.0,6.0,2.0,2.0,3.0,5.0,3.0,8.0,6.0,5.0,6.0,4.0
I,3.0,8.0,4.0,5.0,2.0,9.0,6.0,0.0,7.0,14.0,5.0,9.0,0.0,8.0,1.0,8.0
R,3.0,4.0,4.0,2.0,3.0,7.0,8.0,4.0,5.0,7.0,5.0,7.0,2.0,6.0,4.0,8.0
Q,4.0,9.0,6.0,9.0,7.0,8.0,7.0,7.0,3.0,6.0,6.0,9.0,3.0,9.0,7.0,11.0
J,3.0,6.0,5.0,4.0,2.0,8.0,4.0,4.0,6.0,14.0,7.0,13.0,1.0,6.0,1.0,7.0
Y,5.0,4.0,6.0,8.0,4.0,10.0,10.0,4.0,5.0,4.0,10.0,7.0,4.0,10.0,6.0,8.0
Z,6.0,6.0,5.0,8.0,5.0,10.0,4.0,5.0,4.0,11.0,5.0,9.0,4.0,8.0,8.0,9.0
F,5.0,8.0,6.0,6.0,7.0,4.0,9.0,2.0,3.0,10.0,8.0,7.0,4.0,8.0,2.0,5.0
D,7.0,12.0,7.0,7.0,5.0,9.0,6.0,4.0,7.0,9.0,2.0,6.0,5.0,6.0,5.0,10.0
Y,8.0,11.0,8.0,8.0,6.0,8.0,8.0,5.0,4.0,6.0,9.0,6.0,6.0,11.0,8.0,5.0
R,4.0,8.0,5.0,5.0,4.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,2.0,8.0,6.0,10.0
G,5.0,10.0,6.0,8.0,4.0,7.0,7.0,9.0,7.0,6.0,5.0,9.0,2.0,8.0,5.0,11.0
I,0.0,0.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
D,4.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,5.0,6.0,8.0,3.0,7.0
X,2.0,3.0,4.0,2.0,1.0,8.0,7.0,3.0,8.0,7.0,6.0,8.0,2.0,8.0,5.0,10.0
F,4.0,10.0,4.0,8.0,2.0,1.0,11.0,5.0,7.0,11.0,11.0,10.0,0.0,8.0,3.0,7.0
Y,5.0,6.0,7.0,9.991161,9.0,8.0,7.0,4.0,2.0,7.0,8.0,8.0,5.0,10.0,6.0,8.0
Q,4.0,9.0,5.0,9.0,6.0,8.0,6.0,7.0,4.0,6.0,6.0,8.0,3.0,8.0,5.0,8.0
B,4.0,8.0,6.0,6.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,4.0,8.0,5.0,8.0
K,5.0,10.0,7.0,7.0,5.0,2.0,8.0,2.0,5.0,10.0,10.0,11.0,4.0,8.0,3.0,6.0
M,5.0,5.0,8.0,4.0,4.0,7.0,6.0,3.0,5.0,9.0,7.0,8.0,7.0,5.0,2.0,8.0
U,3.0,7.0,4.0,5.0,2.0,8.0,6.0,7.4794364,4.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0
T,6.0,10.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,4.0,9.0,6.0,8.0
M,3.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,7.0,8.0,9.0,6.0,5.0,1.561626,8.0
Q,3.0,4.4672623,5.0,6.0,4.0,8.0,10.0,5.9331255,2.0,5.0,8.0,11.0,2.0,10.0,4.0,9.0
U,4.0,6.0,5.0,4.0,2.0,5.0,8.0,6.0,8.0,8.0,7.0,9.0,3.0,9.0,4.0,4.0
F,3.0,7.0,4.0,4.0,1.0,3.0,11.0,5.0,7.0,11.0,10.0,9.0,0.0,8.0,2.0,6.0
J,4.0,7.0,5.0,5.0,2.0,7.0,9.0,2.0,8.0,15.0,6.0,6.0,0.0,8.0,1.0,7.0
S,3.0,7.0,5.0,5.0,3.0,6.0,9.0,3.0,6.0,10.0,7.0,7.0,2.0,7.0,4.0,6.0
T,5.0,8.0,5.0,7.0,4.0,6.0,11.0,3.0,6.0,11.0,10.0,5.0,2.0,12.0,2.0,4.0
L,2.0,5.0,3.0,4.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0
A,2.0,2.0,4.0,2.0,1.0,9.0,2.0,2.0,2.0,9.0,2.0,8.0,2.0,7.0,3.0,8.0
X,6.0,9.0,10.0,7.0,4.0,8.0,8.0,2.0,10.0,11.342361,4.0,7.0,3.0,8.0,4.0,8.0
K,6.0,8.0,9.0,6.0,6.0,6.0,8.0,2.0,7.0,9.0,5.0,9.405152,6.0,6.0,5.0,7.0
C,3.0,3.0,3.0,4.0,2.0,3.0,8.0,7.0,9.0,8.0,8.0,14.0,0.0,8.0,5.0,8.0
X,10.0,15.0,9.0,8.0,4.0,8.0,7.0,3.0,7.0,9.0,5.0,6.0,5.0,11.0,4.0,8.0
X,1.0,0.0,1.0,0.0,0.0,8.0,7.0,3.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
D,3.0,3.0,4.0,4.0,2.0,5.0,7.0,10.0,7.0,6.0,6.0,6.0,2.0,8.0,4.0,8.0
W,3.0,10.0,6.0,8.0,6.0,10.0,9.0,3.0,3.0,6.0,8.0,7.0,9.0,10.0,1.0,8.0
S,3.0,1.0,4.0,2.2525446,2.0,8.0,8.0,5.0,7.0,5.0,6.0,6.0,0.0,8.0,8.0,8.0
I,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
Q,5.0,9.0,6.0,8.0,6.0,8.0,6.0,7.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
S,3.0,4.0,4.0,6.0,2.0,7.0,7.0,6.0,9.0,5.0,6.0,8.0,0.0,8.0,9.0,8.0
E,3.0,2.0,4.0,3.0,3.0,7.0,7.0,5.0,8.0,7.0,6.0,8.0,2.0,8.0,6.0,9.0
O,2.0,3.0,3.0,2.0,1.0,9.0,7.0,5.0,4.0,7.0,5.0,8.0,2.0,8.0,2.0,8.0
V,3.0,5.0,5.0,4.0,2.0,6.0,12.0,2.0,3.0,7.0,11.0,8.0,2.0,10.0,1.0,8.0
P,4.0,8.0,4.0,5.2029934,2.0,3.0,13.0,7.0,2.0,11.0,7.0,4.0,0.0,9.0,4.0,8.0
Y,4.0,6.0,4.0,5.0,2.0,2.0,11.0,4.0,5.0,12.0,12.0,8.0,2.0,11.0,2.0,6.0
F,3.0,7.0,4.0,4.0,1.0,1.0,12.0,5.0,5.0,12.0,10.0,8.0,0.0,8.0,2.0,6.0
Q,5.0,11.0,6.0,10.0,5.0,8.0,7.0,9.0,7.0,7.0,4.0,8.0,3.0,8.0,4.0,8.0
Y,7.0,11.0,7.0,8.0,4.0,4.0,10.0,2.0,7.0,11.0,11.0,6.0,1.0,11.0,2.0,4.0
S,4.0,11.0,5.0,8.0,5.0,7.0,8.0,8.0,7.0,7.0,5.0,7.0,2.0,7.0,9.0,8.0
O,1.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
J,2.0,7.0,2.0,5.0,1.0,12.0,4.0,6.0,4.0,13.0,6.0,11.0,0.0,7.0,0.0,8.0
P,5.0,9.0,8.0,6.0,4.0,10.0,7.0,2.0,7.0,14.0,4.0,5.0,4.0,8.0,4.0,9.0
N,4.0,3.0,4.0,4.0,2.0,6.0,7.0,5.0,5.0,6.0,5.0,8.0,6.0,9.0,2.0,7.0
V,5.0,11.0,6.0,8.0,4.0,6.0,10.0,3.0,5.0,8.0,9.0,7.0,3.0,11.0,2.0,8.0
N,4.0,10.0,6.0,8.0,5.0,7.0,8.0,6.0,4.0,7.0,6.0,7.0,5.0,9.0,2.0,5.0
M,1.0,0.0,2.0,0.0,0.0,7.0,6.0,8.567627,0.0,7.0,8.0,8.0,5.0,6.0,0.0,8.0
G,3.0,6.0,5.0,4.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,9.0,3.0,8.0,4.0,9.0
X,6.0,10.0,9.0,8.0,5.0,7.0,7.0,2.0,8.0,10.0,9.0,8.0,3.0,8.0,4.0,8.0
P,2.0,3.0,4.0,2.0,1.0,7.0,10.0,3.0,3.0,12.0,5.0,3.0,1.0,9.0,3.0,8.0
V,2.0,6.0,3.0,4.0,3.0,6.0,9.0,1.0,3.0,9.0,12.0,9.0,3.0,10.0,1.0,8.0
R,2.0,1.0,2.0,1.9768419,1.0,7.0,8.0,5.0,5.0,7.0,5.0,7.0,2.0,7.0,4.0,8.0
I,5.0,9.0,5.0,7.0,4.0,8.0,5.0,3.0,7.0,7.0,7.0,9.0,2.0,8.0,5.0,8.0
F,6.0,11.0,8.0,8.0,8.0,7.0,9.0,4.0,6.0,7.0,7.0,7.0,5.0,9.0,10.21044,7.0
U,7.0,10.0,8.0,8.0,4.0,4.0,8.0,6.0,8.0,9.0,11.0,10.0,3.0,9.0,2.0,5.0
H,7.0,9.0,9.0,7.0,5.0,8.0,5.0,3.0,7.0,10.0,4.0,8.0,5.0,7.0,5.0,8.0
I,0.0,2.0,0.0,2.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
H,7.0,13.0,8.0,7.0,5.0,7.0,8.0,3.0,5.0,10.0,5.0,7.0,7.0,6.0,5.0,6.0
Q,3.0,7.0,6.0,6.0,4.0,8.0,7.0,7.0,4.0,7.0,5.0,6.0,3.0,6.0,5.0,8.0
V,2.0,8.0,4.0,5.0,2.0,8.0,11.0,2.0,3.0,5.0,11.0,8.0,2.0,11.0,1.0,8.0
A,7.0,10.0,9.0,8.0,9.0,8.0,5.0,5.0,4.0,6.0,5.0,9.0,6.0,7.0,8.0,1.6004194
J,3.0,8.0,4.0,6.0,2.0,7.0,8.0,1.0,7.0,14.0,6.0,8.0,0.0,8.0,1.0,8.0
G,3.0,6.0,4.0,4.0,2.0,6.0,7.0,6.0,6.0,10.0,7.0,10.0,2.0,9.0,4.0,9.0
M,4.0,7.0,4.0,8.0,4.0,8.0,7.0,12.0,2.0,6.0,9.0,8.0,8.0,6.0,0.0,8.0
D,2.0,5.0,3.0,4.0,2.0,9.0,6.0,3.0,5.0,10.0,4.0,8.0,3.0,8.0,2.0,8.0
U,6.0,10.0,6.0,8.0,4.0,5.0,8.0,6.0,8.0,10.0,9.0,8.0,3.0,9.0,2.0,5.0
O,5.0,10.0,4.0,8.0,3.0,7.0,7.0,8.0,6.0,9.0,6.0,7.0,3.0,8.0,4.0,8.0
R,3.0,7.0,4.0,4.0,3.0,7.0,8.0,4.0,5.0,6.0,5.0,7.0,3.0,6.0,5.0,8.0
R,4.0,5.0,4.0,7.0,2.0,5.0,10.0,9.0,4.0,7.0,4.0,8.0,3.0,7.0,6.0,11.0
T,4.0,3.0,5.0,4.0,3.0,5.0,11.0,3.0,7.0,9.0,11.0,7.0,2.0,11.0,2.0,7.0
O,4.0,7.0,5.0,5.0,4.0,7.0,7.0,8.0,5.0,6.0,6.0,8.0,3.0,8.0,3.0,8.0
M,4.0,9.0,6.0,7.0,6.0,7.0,6.0,10.0,0.0,7.0,8.0,8.0,7.7037425,5.0,0.0,7.0
N,11.0,14.0,9.0,7.0,5.0,5.0,9.0,3.0,7.0,4.0,4.0,10.0,6.0,8.0,3.0,7.0
Q,5.0,9.0,5.0,8.0,7.0,8.0,6.0,7.0,3.0,8.0,8.0,9.0,4.0,7.0,5.0,8.0
A,2.0,6.0,4.0,4.0,2.0,7.0,5.0,3.0,1.0,7.0,1.0,8.0,2.0,7.0,1.08207,8.0
D,4.0,10.0,5.0,7.0,5.0,7.0,9.0,4.0,5.0,8.0,6.0,7.0,4.0,9.0,7.0,5.0
T,5.0,10.0,5.0,6.0,2.0,5.0,13.155076,4.0,5.0,12.0,8.0,4.0,2.0,12.0,1.0315291,4.0
Z,2.0,3.0,2.0,2.0,1.0,8.0,7.0,3.0,10.0,9.0,6.0,8.0,0.0,8.0,7.0,8.0
M,10.0,15.0,11.0,8.0,5.0,12.0,2.0,4.0,2.0,12.0,2.0,10.0,8.0,1.2849746,2.0,8.0
M,4.0,1.0,5.0,2.0,3.0,7.0,6.0,6.0,5.0,7.0,7.0,10.0,9.334948,5.0,2.0,8.0
T,3.0,5.0,3.0,3.0,3.0,6.0,8.0,6.0,5.0,7.0,7.0,8.0,2.0,9.0,4.0,9.0
Z,3.0,7.0,6.0,4.0,2.0,6.0,8.0,3.0,8.0,11.0,9.0,8.0,1.0,10.0,5.0,6.7082744
E,3.0,7.0,5.0,5.0,3.0,4.0,8.0,3.0,9.0,10.0,8.0,10.0,2.0,8.0,4.0,6.0
J,2.0,4.0,2.0,3.0,2.0,10.0,6.0,2.0,6.0,11.0,4.0,8.0,1.0,8.0,2.0,9.0
N,2.0,1.0,1.0,2.0,1.0,7.0,7.0,11.93254,0.0,6.0,6.0,8.0,4.0,8.0,0.0,8.0
C,3.0,7.0,3.0,4.0,2.0,3.0,8.0,6.0,8.0,7.0,8.0,15.0,0.0,8.0,4.0,9.0
C,4.0,8.0,6.0,5.0,4.0,6.0,7.0,4.0,6.0,11.0,8.0,13.0,3.0,8.0,4.0,7.0
Q,4.0,9.0,6.0,7.0,5.0,8.0,3.0,3.0,2.0,6.0,4.0,8.0,6.0,6.0,6.0,8.0
R,3.0,7.0,4.0,4.0,4.0,5.0,9.0,7.0,4.0,6.0,5.0,8.0,2.0,7.0,5.0,11.0
K,4.0,5.0,5.0,6.0,4.0,5.0,8.0,7.0,1.0,7.0,4.0,10.0,3.0,8.0,3.0,11.0
U,7.0,9.955355,8.0,7.0,4.8113275,4.0,8.0,6.0,7.0,9.0,8.0,9.0,3.0,9.0,2.0,6.0
Y,4.0,7.0,5.0,6.0,2.0,9.0,11.0,2.0,3.0,6.0,11.0,8.0,0.0,10.0,0.0,8.0
Y,2.0,7.0,4.0,4.0,1.0,7.0,11.0,2.0,3.0,7.0,12.738922,8.0,1.0,11.0,0.0,8.0
V,4.0,8.0,6.0,6.0,1.0,7.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0
L,2.0,6.0,3.0,4.0,2.0,8.0,3.0,2.0,6.0,8.0,3.0,9.0,1.0,6.0,2.0,10.0
M,4.0,2.0,5.0,3.0,3.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,8.0,5.0,2.0,8.0
A,9.32543,15.0,7.0,8.0,3.0,8.0,1.0,2.0,2.0,7.0,4.0,12.0,4.0,5.3157387,4.0,6.0
R,2.0,6.0,4.0,5.0,5.0,7.0,7.0,3.0,3.0,7.0,6.0,8.0,5.0,9.0,6.0,6.0
P,2.0,2.0,3.0,3.0,2.0,5.0,9.0,3.0,4.0,9.0,8.0,5.0,2.0,10.0,2.0,7.0
C,6.0,10.999225,6.0,8.0,3.0,4.0,8.0,5.0,8.0,10.0,9.0,13.141818,1.0,8.0,4.0,7.0
R,3.0,6.0,4.0,4.0,3.0,8.0,7.0,5.0,5.0,8.0,5.0,7.0,3.0,8.0,4.0,11.0
P,5.0,8.0,6.0,6.0,5.0,7.0,6.0,7.0,4.0,8.0,6.0,8.0,5.0,7.0,6.0,10.0
U,4.0,7.0,5.0,5.0,3.0,6.0,8.0,6.0,7.0,6.0,9.0,9.0,3.0,9.0,1.0,8.0
X,2.0,2.0,2.0,2.0,1.0,7.0,7.0,3.0,7.0,7.0,6.0,8.0,2.0,8.0,4.0,7.0
Y,7.0,10.0,9.0,8.0,8.0,9.0,7.0,6.0,4.0,6.0,10.0,7.0,3.0,8.0,9.0,4.0
G,7.0,9.0,9.0,8.0,9.0,7.0,8.0,6.0,3.0,7.0,7.0,8.0,6.0,10.0,8.0,8.0
H,4.0,5.0,4.0,7.0,3.0,8.0,9.0,14.344767,3.0,7.0,1.0,8.0,3.0,8.0,0.0,8.0
J,4.0,6.0,5.0,7.0,4.0,10.0,7.0,4.0,4.0,7.0,4.0,7.0,3.0,8.0,6.0,6.0
P,5.0,9.0,5.0,6.0,2.0,5.0,12.0,9.0,2.0,11.0,6.0,4.0,2.0,10.0,4.0,8.0
X,3.0,7.0,4.0,5.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
E,5.0,10.0,8.0,8.0,5.0,8.0,8.0,2.0,9.0,11.0,6.0,9.0,3.0,8.0,5.0,9.0
L,5.0,11.0,5.0,6.0,3.0,10.0,3.0,3.0,5.0,11.0,3.0,9.0,3.0,8.0,4.0,11.0
A,7.0,13.746377,7.0,7.0,4.0,10.0,2.5822315,3.0,2.0,10.0,3.0,10.0,5.0,2.5776534,3.0,7.0
G,5.0,7.0,6.0,6.0,2.0,7.0,8.0,7.0,9.0,6.0,7.0,9.0,2.0,7.0,5.0,10.0
Z,5.0,7.0,6.0,8.0,6.0,10.73684,5.0,4.0,5.0,8.0,3.0,6.0,3.0,6.0,8.0,9.0
C,3.0,4.0,3.0,3.0,1.0,5.0,8.0,5.0,7.0,12.0,9.0,11.683645,1.0,9.0,2.0,7.0
P,1.0,4.0,3.0,3.0,2.0,8.0,9.0,4.0,3.0,11.0,5.0,4.0,2.0,10.0,2.0,8.0
H,5.0,10.0,5.0,5.0,3.0,7.0,8.0,3.0,5.0,10.0,5.0,8.0,5.0,8.0,5.0,7.0
K,4.0,9.0,5.0,6.0,2.0,5.0,7.0,7.0,3.0,7.0,6.0,11.0,3.0,8.0,3.0,11.0
J,7.0,10.0,9.0,8.0,5.0,9.0,7.0,1.0,7.0,13.0,3.0,6.0,0.0,7.0,0.0,8.0
S,2.0,1.0,3.0,3.0,2.0,8.0,8.0,6.0,4.0,7.0,6.0,7.0,2.0,8.0,8.0,8.0
D,1.0,1.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,2.0,8.0,3.0,8.0
W,7.0,6.0,7.0,5.0,4.0,3.0,11.0,3.0,3.0,10.0,10.0,8.0,8.0,11.0,1.0,6.0
P,2.0,3.0,3.0,5.0,2.0,4.0,11.0,5.0,4.0,11.0,8.0,4.0,1.0,10.0,3.0,8.0
T,5.0,8.0,5.0,6.0,3.0,4.0,11.0,2.0,7.0,11.0,10.0,6.0,2.0,11.0,2.0,4.6832576
H,4.705401,8.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,7.0,6.0,8.0,6.0,8.0,5.0,5.0
Z,4.0,3.0,5.0,5.0,4.0,7.0,7.0,4.0,8.0,7.0,6.0,8.0,1.0,8.0,8.0,8.0
U,3.0,3.0,4.0,3.0,2.0,6.0,9.0,6.0,6.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0
T,5.0,8.179289,4.0,4.0,2.0,6.0,10.0,3.0,7.0,12.0,7.0,5.0,2.0,9.0,3.0,5.0
F,4.0,9.0,4.0,7.0,2.0,1.0,11.0,4.0,6.0,11.0,11.0,9.0,0.0,8.0,2.0,6.0
Q,3.0,4.0,4.0,5.0,3.0,8.0,8.0,7.0,2.0,5.0,7.0,9.0,3.0,8.0,5.0,9.0
E,4.0,8.0,4.0,4.0,2.0,7.0,7.0,5.0,5.0,10.0,6.0,8.0,3.0,8.0,6.0,8.0
N,10.0,15.0,9.0,8.0,5.0,7.0,10.0,5.0,6.0,5.0,6.0,11.0,6.0571494,10.0,2.0,7.0
I,3.0,11.0,4.0,8.0,2.0,7.0,7.0,0.0,8.157903,14.0,6.0,8.0,0.0,8.0,1.0,8.0
X,3.0,3.0,4.0,3.0,1.0,8.0,7.0,4.0,4.0,7.0,5.0,7.0,2.0,8.0,4.0,8.0
T,5.0,6.0,5.0,5.0,3.0,5.0,11.0,2.0,7.0,11.0,9.0,5.0,1.0,11.0,2.0,4.0
C,6.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,8.0,14.0,7.0,10.0,5.0,8.0
Z,3.0,9.0,4.0,6.0,3.0,7.0,7.0,3.0,11.201103,9.0,6.0,8.0,0.0,8.0,8.0,8.0
I,1.0,11.0,0.0,7.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
D,3.0,5.0,4.0,3.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,3.0,8.0,3.0,7.0
Z,6.0,7.0,4.2566752,10.0,4.0,8.0,4.0,4.0,4.0,12.0,6.0,9.0,3.0,9.0,10.0,8.0
V,5.0,10.0,7.0,8.0,4.0,8.0,11.0,3.0,4.0,5.0,11.0,8.0,6.0,12.0,3.0,7.0
T,6.0,9.0,5.0,8.0,4.0,7.0,12.0,4.0,6.0,11.0,9.0,5.0,2.0,12.0,3.0,5.0
G,2.0,3.0,3.0,1.0,1.0,6.0,7.0,5.0,5.0,9.0,7.0,9.0,2.0,9.0,4.0,10.0
F,4.0,10.0,6.0,8.0,5.0,6.0,9.0,5.0,7.0,10.0,10.0,5.0,2.0,9.0,3.0,5.0
M,6.0,7.0,8.0,6.0,6.0,9.0,7.0,3.0,4.0,9.0,4.0,8.0,10.0,7.0,3.0,8.0
U,4.0,7.0,6.0,5.0,4.0,6.0,8.0,8.0,6.0,5.0,7.0,12.0,4.0,8.0,4.0,5.0
U,3.0,1.0,4.0,3.0,2.0,6.0,8.0,6.0,7.0,6.0,9.0,9.0,3.0,9.0,2.0,7.0
T,3.0,5.0,3.0,3.0,2.0,5.0,11.0,1.0,7.0,11.0,9.0,5.0,1.0,10.0,2.0,6.0
K,7.0,11.0,8.0,7.0,5.0,6.0,7.0,2.0,6.0,8.0,5.0,9.0,5.0,8.0,5.0,8.0
E,4.0,7.0,5.0,5.0,3.0,6.0,7.0,6.0,9.0,6.0,6.0,11.0,1.0,8.0,5.0,10.0
L,3.0,5.0,3.0,4.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
L,4.0,9.0,6.0,7.0,4.0,6.0,4.0,2.0,10.0,5.0,1.0,8.0,3.0,6.0,3.0,6.0
K,7.0,10.0,9.0,7.0,5.0,3.0,8.0,3.0,7.0,11.0,12.0,13.0,5.0,7.0,4.0,5.0
G,6.0,10.0,9.0,8.0,10.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,9.0,8.0,9.0,8.0
D,1.0,3.0,3.0,2.0,1.0,7.0,7.0,4.0,5.0,9.0,5.0,6.0,2.0,8.0,2.0,8.0
T,9.852059,15.0,8.0,8.0,5.0,5.0,10.0,2.0,8.0,12.0,8.0,8.0,3.0,7.0,5.0,4.0
I,3.0,7.0,4.0,5.0,2.0,8.0,8.0,0.0,7.0,13.0,6.0,7.0,0.0,8.0,1.0,7.0
T,8.0,13.0,8.0,8.0,6.0,7.0,7.0,3.0,7.0,10.0,6.0,8.0,4.0,7.0,6.0,7.0
N,5.0,8.0,7.0,6.0,4.0,8.0,5.0,9.0,4.0,5.0,5.0,5.0,5.0,8.0,3.0,8.0
F,6.0,9.0,6.0,8.0,8.0,8.0,10.0,4.0,4.0,8.0,6.0,5.0,5.0,10.0,10.0,7.0
P,2.0,3.0,3.0,3.0,2.0,6.0,10.0,4.0,4.0,9.0,7.0,3.0,1.0,10.0,4.0,6.0
R,3.0,1.0,3.0,2.0,2.0,8.0,7.0,4.0,6.0,6.0,5.0,6.0,2.0,7.0,4.0,8.0
H,6.0,9.0,9.0,7.0,7.0,8.0,8.0,3.0,6.0,10.0,4.0,8.0,6.0,6.0,4.0,8.0
A,4.0,10.0,7.0,7.0,4.0,12.0,1.2802823,2.0,3.0,9.0,3.0,10.0,2.0,6.0,4.0,10.0
B,3.0,6.0,4.0,4.0,4.0,8.0,7.0,5.0,7.0,6.0,6.0,6.0,2.0,8.0,6.0,10.0
T,6.0,12.0,5.0,7.0,3.0,6.0,10.0,2.0,7.0,12.0,7.0,6.0,2.0,8.0,5.0,4.0
