lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
V,2.0,6.0,3.0,4.0,2.0,6.0,11.0,2.0,2.0,7.0,11.0,8.0,2.0,11.0,0.0,8.0
K,4.0,10.0,6.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,6.0,11.0,3.0,8.0,4.0,8.0
A,2.0,2.0,4.0,2.0,1.0,8.0,2.3628862,3.0,1.0,7.0,2.0,8.0,1.0,7.0,1.0,8.0
V,3.0,4.0,4.0,4.0,2.0,4.0,11.0,4.0,4.0,10.0,11.0,8.0,2.0,11.0,1.0,8.0
N,3.0,5.0,5.0,4.0,3.0,7.0,10.0,2.0,4.0,10.0,6.0,6.0,5.0,9.0,1.0,7.0
G,5.0,10.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,10.0,9.0,10.0,3.0,8.0,5.0,8.0
U,3.0,4.0,5.0,3.0,3.0,7.0,7.0,4.0,3.0,7.0,7.0,8.0,5.0,7.0,2.0,8.0
M,9.0,12.0,8.0,6.0,4.0,8.0,11.0,5.0,5.0,5.0,6.0,10.0,7.0,11.0,2.0,8.0
Q,5.0,10.0,6.0,8.0,5.0,7.0,6.0,7.0,4.0,6.0,8.0,9.0,3.0,8.0,8.0,10.0
O,2.0,1.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
R,4.0,6.0,6.0,6.0,6.0,8.0,9.0,5.0,6.0,7.0,5.0,7.0,7.0,8.0,5.0,11.0
Q,3.0,4.0,3.0,6.0,3.0,8.0,7.0,7.0,5.0,6.0,6.0,10.0,3.0,9.0,4.0,8.0
K,3.0,7.0,5.0,5.0,4.0,5.0,7.0,4.0,6.0,7.0,7.0,12.0,3.0,8.0,6.0,9.0
E,1.0,2.0,3.0,1.0,1.0,5.0,8.0,3.0,8.0,10.0,8.0,9.0,1.0,8.0,4.0,8.0
Y,4.0,10.0,5.0,8.0,6.0,8.0,10.0,5.0,4.0,5.0,6.0,7.0,4.0,8.0,5.0,6.0
Q,2.0,3.0,3.0,3.0,2.0,8.0,8.0,6.0,1.0,7.0,7.0,9.0,2.0,10.0,4.0,9.0
Z,5.0,10.0,6.0,8.0,3.0,7.0,7.0,3.0,15.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0
F,5.0,9.0,7.0,7.0,6.0,7.0,8.0,6.0,5.0,8.0,6.0,7.0,3.0,8.0,6.0,8.0
N,7.0,11.0,9.0,8.0,7.0,5.0,8.0,5.0,6.0,9.0,8.0,10.0,6.0,7.0,1.0,8.0
O,5.0,10.0,5.0,8.0,4.0,8.0,6.0,8.0,4.3345366,11.0,6.0,8.0,3.0,8.0,3.0,8.0
G,3.0,6.0,4.0,4.0,2.0,7.0,8.0,6.0,5.0,9.0,6.0,9.0,2.0,8.0,4.0,10.0
V,3.0,6.0,5.0,4.0,1.0,7.0,9.0,3.0,2.0,7.0,12.0,8.0,3.0,10.0,0.0,8.0
Z,4.0,5.0,6.0,6.0,5.0,8.0,5.0,4.0,5.0,6.0,6.0,8.0,3.0,10.0,9.0,10.0
V,4.0,4.0,4.0,3.0,1.0,3.0,11.0,3.0,3.0,11.0,11.0,8.0,2.0,11.0,1.0,8.0
E,5.0,9.0,6.0,6.0,7.0,9.0,6.0,5.0,5.0,9.0,5.0,10.0,5.0,7.0,7.0,10.0
J,5.0,6.0,6.0,4.0,3.0,8.0,7.0,3.0,5.0,12.0,6.0,8.0,2.0,7.0,0.0,7.0
J,6.0,10.0,8.0,8.0,4.0,11.0,5.0,3.0,6.0,14.0,3.0,9.0,2.0,7.0,1.0,7.0
L,3.0,6.0,5.0,4.0,3.0,7.0,3.0,1.0,7.0,9.0,2.0,9.0,1.0,7.0,3.0,8.0
L,4.0,6.0,7.0,5.0,3.0,7.0,6.0,1.0,7.0,8.0,3.0906565,10.0,0.0,7.0,3.0,8.0
G,4.0,7.2923923,4.0,5.0,2.0,6.0,6.0,7.0,9.0,6.0,6.0,11.0,0.0,8.0,6.0,9.0
S,3.0,0.0,2.0,2.0,1.0,8.0,8.0,7.0,4.0,7.0,6.0,7.0,2.0,8.0,9.0,8.0
F,5.0,7.0,6.0,5.0,3.0,6.0,9.0,1.0,6.0,13.0,6.0,5.0,1.0,10.0,2.0,8.0
G,1.0,0.0,2.0,0.0,1.0,7.0,7.0,6.0,5.0,6.0,6.0,9.0,1.0,8.0,5.0,10.0
X,1.0,2.0,2.0,2.0,2.0,7.0,7.0,3.0,8.0,7.0,6.0,8.0,2.0,8.0,5.0,8.0
L,1.0,3.0,2.0,1.0,1.0,6.0,3.0,1.0,7.0,8.0,2.0244775,9.0,0.0,7.0,1.9564672,8.0
G,3.256091,7.0,5.0,5.0,3.0,5.0,7.0,6.0,5.0,8.0,7.0,11.0,2.0,8.0,4.0,11.0
S,7.0,15.0,5.0,7.0,3.0,7.0,3.0,2.0,4.0,7.0,1.5119429,9.0,3.0,7.0,4.0,8.0
B,3.0,8.0,5.0,6.0,4.0,8.0,8.0,5.0,5.0,9.0,6.0,7.0,2.0,8.0,5.0,8.0
E,2.0,2.0,3.0,1.0,2.0,7.0,7.0,2.0,6.0,11.0,6.0,9.0,2.0,8.0,3.0,8.0
M,4.0,9.0,5.0,7.0,7.0,6.0,8.0,4.0,4.0,6.0,6.0,9.0,8.0,9.0,5.0,8.0
C,5.0,9.0,6.0,7.0,2.0,6.0,6.0,6.0,14.602518,7.0,4.0,14.0,0.0,9.0,4.0,8.0
Q,3.0,3.0,3.0,3.0,2.0,8.278544,8.0,6.0,2.0,6.0,6.0,10.0,2.0,9.0,4.0,10.0
X,4.0,5.0,5.0,4.0,2.0,7.0,7.0,3.0,5.0,10.0,7.0,8.0,3.0,8.0,4.0,7.0
E,4.0,9.0,7.0,6.0,5.0,3.0,10.0,3.0,7.0,10.0,9.0,10.0,3.0,8.0,4.0,4.0
K,3.0,4.0,4.0,4.0,3.0,7.0,7.0,3.0,5.0,6.0,5.0,8.0,3.0,7.0,4.0,10.0
D,3.0,4.0,4.0,3.0,3.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,2.0,8.0,3.0,8.0
Y,2.0,4.0,4.0,4.0,2.0,7.0,10.0,1.0,7.0,6.0,11.0,8.0,2.0,11.0,1.0,8.0
B,5.0,9.0,7.0,7.0,8.697358,8.0,5.9436264,6.0,5.0,7.0,6.0,7.0,4.0,8.0,7.0,9.0
E,5.0,10.0,7.0,8.0,8.0,7.0,10.0,3.0,4.0,6.0,6.0,10.0,6.0,11.0,9.0,10.0
G,3.0,4.0,4.0,3.0,2.0,6.0,7.0,6.0,5.0,10.0,7.0,10.0,2.0,9.0,4.0,10.0
L,3.0,6.0,3.0,4.0,2.0,4.0,4.0,4.0,7.0,5.0,1.0,7.0,0.0,8.0,0.0,7.0
G,3.0,8.0,5.0,5.0,3.0,6.0,7.0,6.0,5.0,8.0,7.0,9.0,2.0,9.0,4.0,8.0
B,6.0,10.0,5.0,5.0,3.0,10.0,5.0,3.0,6.0,10.0,4.0,8.0,3.0,8.0,6.0,11.0
O,3.0,5.0,4.0,4.0,3.0,8.0,7.0,8.0,5.0,7.0,6.0,9.0,2.0,8.0,3.0,7.0
K,3.0,9.0,4.0,6.0,2.0,3.0,8.0,7.0,3.0,6.0,5.0,11.0,3.0,8.0,3.0,11.0
N,4.0,5.0,6.0,4.0,3.0,8.0,10.0,3.0,4.0,10.0,5.0,6.0,6.0,11.0,1.0,8.0
A,4.0,7.0,6.0,5.0,3.0,8.0,4.0,3.0,1.0,7.0,0.0,8.0,2.0,7.0,1.0,8.0
W,4.0,5.2244415,6.0,4.0,4.0,7.0,11.0,2.0,3.0,7.0,9.0,8.0,9.0,11.0,1.0,8.0
D,5.0,9.0,5.0,6.0,3.0,8.0,7.0,9.0,4.0,10.0,5.0,8.0,3.0,8.0,0.0,8.0
M,4.0,7.0,5.0,6.0,4.0,7.0,7.0,2.0,6.0,10.0,7.0,8.0,3.0,8.0,5.0,8.0
F,3.0,8.0,5.0,6.0,3.0,6.0,9.0,4.0,7.0,8.0,6.0,5.0,0.0,8.0,5.0,6.0
U,4.0,7.0,6.0,5.0,3.0,6.0,10.0,7.0,6.0,7.0,10.0,10.0,3.0,9.0,1.0,7.0
G,4.0,9.0,5.0,6.0,5.0,8.0,7.0,7.0,4.0,7.0,6.0,10.0,3.0,8.0,7.0,9.0
T,8.0,9.0,8.0,6.0,4.0,3.0,14.0,5.0,5.0,13.0,10.0,4.0,1.0,10.0,1.0,5.0
U,6.0,10.0,5.0,7.0,3.0,7.0,5.0,14.0,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
F,6.0,8.423815,8.0,6.0,5.0,9.0,7.0,4.0,6.0,10.0,4.0,6.0,3.0,9.0,5.0,9.0
O,2.0,4.0,3.0,3.0,1.0,7.0,7.0,6.0,3.0,7.0,5.0,8.0,3.0,8.0,2.0,8.0
B,5.0,9.0,7.0,8.0,7.0,8.0,6.0,5.0,6.0,8.0,5.0,6.0,3.0,8.0,6.0,9.0
Z,7.0,10.0,7.0,8.0,5.0,6.0,9.0,3.0,8.0,11.0,9.0,8.0,3.0,9.0,4.0,5.0
N,9.0,12.0,9.0,7.0,5.0,5.0,8.0,3.0,4.0,8.0,7.0,8.0,7.0,8.0,3.0,5.0
F,5.0,7.0,6.0,8.0,7.0,7.0,11.0,4.0,4.0,9.0,6.0,7.0,4.0,9.0,7.0,6.0
K,1.0,0.0,2.0,0.0,0.0,5.0,8.0,7.0,0.0,7.0,5.0,9.0,2.0,8.0,2.0,10.0
I,2.9781308,10.0,3.0,8.0,2.0,8.0,8.0,0.0,7.0,14.0,6.0,7.0,0.0,8.0,1.0,7.0
I,3.0,8.0,4.0,6.791131,5.0,8.0,6.0,1.0,5.0,7.0,5.0,5.0,2.0,8.0,6.0,7.0
G,4.0,10.0,6.0,8.0,7.0,8.0,7.0,6.0,4.0,7.0,5.0,9.0,3.0,7.0,7.0,11.0
J,2.0,7.0,3.0,5.0,1.0,10.0,6.0,2.0,7.0,12.0,2.0,9.0,0.0,7.0,1.0,7.0
G,3.0,1.0,3.0,2.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,9.0,2.0,8.0,4.0,9.0
G,3.0,5.0,4.0,4.0,2.0,6.0,7.0,6.0,7.0,10.0,7.0,11.0,2.0,10.0,4.0,8.0
O,3.0,5.0,3.0,5.0,3.0,8.0,7.0,7.0,4.0,9.0,5.0,8.0,3.0,8.0,4.0,9.0
K,3.0,4.0,4.0,3.0,2.0,7.0,6.0,4.0,6.0,6.0,5.0,8.0,3.0,8.0,5.0,9.0
W,7.0,10.0,7.0,8.0,8.0,5.0,11.0,2.0,3.0,8.0,8.0,8.0,8.0,12.0,5.0,5.0
W,5.0,9.0,6.0,7.0,5.0,6.0,10.0,3.0,3.0,8.0,8.0,8.0,7.0,11.0,2.0,6.0
D,4.0,9.0,7.0,7.0,5.0,7.0,8.0,6.0,8.0,6.0,6.0,5.0,3.0,8.0,4.0,8.0
N,2.0,3.0,2.0,2.0,1.0,6.0,8.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,7.0
V,2.0,3.0,3.0,3.0,1.0,8.0,9.0,3.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0
Y,5.0,9.0,7.0,8.0,9.0,8.0,8.0,5.0,5.0,7.0,7.0,7.0,5.5353103,11.0,9.0,8.0
P,4.0,5.0,5.0,4.0,4.0,6.0,9.0,6.0,2.0,10.0,6.0,6.0,5.0,10.0,4.0,8.0
F,5.0,10.0,7.0,7.0,5.0,7.0,7.0,3.0,6.0,10.0,6.0,6.0,5.0,6.0,5.0,6.0
S,5.0,10.0,5.0,7.0,5.0,8.0,7.0,5.0,5.0,10.0,8.0,8.0,2.0,8.0,6.0,8.0
F,5.0,8.0,6.0,6.0,8.0,7.0,6.0,5.0,5.0,7.0,7.0,9.0,4.0,10.0,6.0,7.0
E,4.0,6.0,6.0,5.0,7.0,7.0,7.0,3.0,3.0,6.0,7.0,11.0,4.0,11.0,9.0,8.0
C,9.0,12.0,5.0,7.0,3.0,5.0,9.0,6.0,7.0,11.0,8.0,8.0,2.0,9.0,5.0,8.0
D,2.0,0.0,2.0,1.0,1.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,2.0,8.0,2.0,8.0
O,2.0,4.0,3.0,3.0,2.0,7.0,8.0,7.0,5.0,7.0,7.0,8.0,2.0,8.0,3.0,8.0
M,3.0,2.0,4.0,2.0,3.0,7.0,5.0,6.0,3.0,6.0,7.0,8.0,7.0,6.0,1.0,7.0
P,2.0,3.0,2.0,1.0,1.0,5.0,11.0,6.0,2.0,10.0,6.0,4.0,0.0,9.0,3.0,8.0
P,3.0,5.0,5.0,4.0,3.0,7.0,11.0,3.0,3.0,12.0,5.0,3.0,1.0,10.0,2.0,9.0
V,6.0,9.0,9.0,7.0,4.0,3.0,12.0,4.0,4.0,10.0,13.0,9.0,3.0,10.0,1.0,8.0
O,5.0,10.0,3.0,5.0,2.0,7.0,7.0,7.0,4.0,9.000425,5.0,8.0,3.0,9.0,5.0,8.0
R,2.0,4.0,3.0,3.0,2.0,8.0,8.0,6.0,6.0,7.0,5.0,8.0,2.0,8.0,5.0,8.0
S,3.0,6.0,5.0,5.0,5.0,7.0,7.0,4.0,1.0,7.0,5.0,8.0,3.0,8.0,7.0,6.0
T,5.0,9.0,5.0,7.0,4.0,5.0,11.0,0.67749614,8.0,11.0,10.0,6.0,0.8014372,10.0,2.0,4.0
F,4.0,11.0,6.0,8.0,4.0,5.0,12.0,4.0,5.0,12.0,9.0,4.0,1.0,10.0,2.0,6.0
O,3.0,5.0,4.0,4.0,2.0,7.0,7.0,7.0,5.0,8.0,5.0,7.0,2.0,8.0,3.0,8.0
B,4.0,7.0,6.0,5.0,5.0,8.0,9.0,8.0,5.0,6.0,5.0,7.0,2.0,8.0,7.0,10.0
P,8.0,12.0,7.0,6.0,3.0,8.0,8.0,4.0,5.0,14.0,4.0,5.0,3.0,10.0,4.0,8.0
A,3.0,6.0,5.0,4.0,1.0,9.0,4.0,3.0,0.0,7.0,1.1836294,8.0,3.0,7.0,2.0,8.0
Y,1.0,0.0,2.0,0.0,0.0,7.0,9.0,3.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
X,7.0,10.0,9.0,7.0,5.0,5.0,8.0,2.0,8.0,10.0,10.0,8.0,4.0,9.0,4.0,5.0
O,6.0,10.0,7.0,8.0,6.0,5.0,7.0,7.0,5.0,9.0,7.0,9.0,3.0,9.0,4.0,6.0
H,9.0,13.0,8.0,8.0,5.0,9.0,6.0,3.0,5.0,10.0,5.0,8.0,6.0,8.0,5.0,9.0
M,5.0,8.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,9.0,8.0,9.0,8.0,5.0,3.0,8.0
C,4.0,8.0,5.0,6.0,3.0,5.0,8.0,7.0,6.0,7.0,7.0,14.0,2.0,6.0,3.0,9.0
Z,3.0,2.0,4.0,2.0,2.0,6.0,8.0,2.0,9.0,11.0,7.0,8.0,1.0,9.0,6.0,8.0
W,9.0,11.0,8.0,6.0,5.0,6.0,8.0,2.0,4.0,7.0,9.0,6.0,8.0,10.0,3.0,5.836371
I,7.0,11.0,6.0,7.0,2.0,10.0,7.0,3.0,7.0,13.0,3.0,7.0,3.0,9.0,4.0,10.0
R,4.0,9.0,6.0,7.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,8.0,3.0,8.0,6.0,8.0
K,8.0,11.0,11.0,8.0,8.0,10.0,6.0,2.0,6.0,10.0,2.0,8.0,6.0,7.0,5.0,10.0
I,3.0,9.0,4.0,6.0,2.0,6.0,7.0,0.0,7.0,13.0,7.0,8.0,0.0,8.0,1.0,7.0
W,3.0,4.0,5.0,6.0,3.0,7.0,8.0,4.0,2.0,7.0,9.0,8.0,8.0,10.0,0.0,8.0
R,3.0,7.0,4.0,5.0,4.0,5.0,7.0,3.0,4.0,5.0,6.0,10.0,3.0,10.0,7.0,7.0
O,3.0,2.0,3.0,3.0,2.0,7.0,7.0,8.0,4.0,7.0,6.0,7.0,2.0,8.0,3.0,8.0
E,3.0,9.0,5.0,6.2296824,5.0,8.0,9.0,6.0,7.0,6.0,7.0,8.0,3.0,7.0,7.0,9.0
U,2.0,3.0,3.0,3.0,1.0,7.0,6.0,12.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0
E,4.0,7.0,5.0,6.0,4.0,5.0,9.0,4.0,5.0,8.0,8.0,10.0,4.0,12.0,9.0,8.0
N,7.0,10.0,8.0,6.0,4.0,8.0,8.0,4.0,6.0,11.0,4.0,4.0,4.0,11.0,2.0,8.0
X,4.0,3.0,6.0,4.0,3.0,8.0,7.0,4.1527658,9.616779,7.0,5.0,7.0,3.0,8.0,7.0,8.0
K,3.0,5.0,5.0,3.0,2.0,9.0,7.0,1.0,7.0,12.0,3.7955122,8.0,1.0,8.0,3.0,9.0
N,6.0,10.0,8.0,7.0,6.0,7.0,8.0,7.0,9.0,5.0,3.0,9.620225,3.0,8.0,4.0,8.0
T,2.0,5.0,2.0,4.0,0.0,7.0,14.0,0.0,4.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0
U,3.0,6.0,4.0,4.0,2.0,6.0,8.0,7.0,7.0,6.0,6.0,10.0,3.0,9.0,4.0,6.0
P,3.0,5.0,4.0,3.0,2.0,6.0,10.0,4.0,5.0,11.0,8.0,5.0,2.0,10.0,4.0,6.0
Q,1.1050295,1.0,2.0,4.0,2.0,7.0,8.0,4.0208564,2.0,7.0,8.0,9.0,2.0,9.0,4.0,9.0
T,3.0,8.0,4.0,6.0,3.0,7.0,12.0,3.0,5.0,7.0,11.0,9.0,2.0,12.0,1.0,8.0
H,5.0,6.0,5.0,5.0,4.0,6.0,7.0,6.0,6.0,8.0,6.0,10.0,3.0,8.0,3.0,8.0
E,2.0,3.0,4.0,2.0,2.0,5.0,8.0,2.0,8.0,11.0,7.0,10.0,1.0,8.0,4.0,8.0
Q,4.0,6.0,6.0,5.0,3.923706,7.0,6.0,7.0,6.0,6.0,3.0,8.0,3.0,7.0,6.0,7.0
F,6.0,11.0,6.0,8.0,5.0,4.0,11.0,4.0,5.0,12.0,10.0,7.0,2.0,10.0,3.0,6.0
K,6.0,7.0,7.0,6.0,4.0,7.0,7.0,2.0,7.0,10.0,5.0,9.0,4.0,8.0,4.0,8.0
L,3.0,9.0,5.0,6.0,3.0,4.0,4.0,5.0,7.0,5.0,0.0,7.0,0.0,6.0,1.0,5.0
M,7.0,10.0,9.0,8.0,9.0,6.0,8.0,5.0,4.0,6.0,6.0,9.0,11.875639,8.0,3.0,7.0
A,3.0,10.0,5.304805,8.0,4.0,12.0,3.0,4.0,3.0,11.0,2.0,9.0,2.0,7.0,3.0,10.0
L,3.0,7.0,4.0,5.0,2.0,4.0,5.0,1.0,7.0,7.0,2.0,10.0,0.0,7.0,2.0,7.0
H,4.0,7.0,5.0,5.0,2.0,6.0,8.0,3.0,4.0,11.0,9.0,8.0,2.0,9.0,0.0,8.0
O,2.0,5.0,3.0,3.0,1.0,9.0,7.0,6.0,4.0,10.0,5.0,8.0,2.0,8.0,3.0,8.0
W,3.0,3.0,4.0,2.0,2.0,7.0,11.0,3.0,2.0,6.0,9.0,7.0,5.0,10.0,0.0,7.0
O,4.0,10.0,6.0,8.0,5.0,8.0,8.0,9.686016,4.0,7.0,6.0,4.0,4.0,8.0,3.0,8.0
Y,3.0,4.0,4.0,4.0,2.0,4.0,10.0,3.0,7.0,11.0,11.0,7.0,2.0,11.0,2.0,5.0
P,7.0,10.0,6.0,7.0,3.0,4.0,15.0,7.0,0.45425335,10.0,6.0,3.0,1.0,9.0,4.0,8.0
B,3.0,5.0,5.0,5.0,5.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,2.0,8.0,7.0,10.0
U,6.0,10.0,9.0,8.0,4.0,3.0,9.0,6.0,8.0,9.0,11.0,10.0,3.0,9.0,1.0,6.0
V,3.0,4.0,4.0,4.0,2.0,5.0,12.0,3.0,4.0,9.0,11.0,8.0,2.0,10.0,1.0,8.0
Z,8.0,10.0,8.0,11.5625105,8.0,8.0,6.0,3.0,5.0,11.0,6.0,8.0,2.0,8.0,11.6361065,8.0
H,5.0,10.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,7.0,6.0,7.0,4.0,7.0,4.0,8.0
G,2.0,4.0,3.0,2.0,1.0,8.0,8.0,2.0,4.0,11.0,4.0,4.0,2.0,9.0,1.0,8.0
R,1.0,3.0,2.0,1.0,1.0,9.0,7.0,4.0,4.0,11.0,4.0,7.0,2.0,7.0,3.0,9.0
O,1.0,0.0,2.0,0.0,0.0,8.0,7.0,6.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
N,2.0,4.0,2.2571247,3.0,2.0,6.0,8.0,5.0,4.0,6.0,6.0,9.0,4.0,8.0,1.0,8.0
I,4.0,9.0,5.0,4.604076,3.0,9.0,7.0,2.0,5.0,11.0,4.0,6.0,2.0,9.0,5.0,11.0
E,4.0,6.0,4.0,5.0,4.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,4.0,10.0,6.0,9.0
N,3.0,9.0,5.0,6.0,3.0,8.0,7.0,8.0,7.0,6.0,4.0,6.0,3.0,8.0,4.0,8.0
S,8.0,12.0,8.0,8.0,6.0,7.0,8.0,4.0,7.0,11.0,9.0,8.0,2.0,10.0,4.0,7.0
Y,2.0,9.0,4.0,7.0,5.0,9.0,7.0,2.0,4.0,7.0,6.0,6.0,5.0,8.0,6.0,4.0
K,3.0,5.0,5.0,4.0,3.0,6.0,7.0,2.0,5.0,9.0,6.0,9.0,3.0,8.0,3.0,8.0
F,5.0,11.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,7.0,6.0,8.0,4.0,11.0,8.0,13.0
E,4.0,9.0,6.0,6.0,4.0,4.0,8.0,4.0,8.0,11.0,11.0,9.0,3.0,8.0,4.0,4.0
T,5.0,6.4707184,5.8451047,4.0,3.0,5.0,12.0,4.0,8.0,12.0,9.0,4.0,2.0,11.0,2.0,4.0
R,4.0,6.0,6.0,4.0,4.0,9.0,7.0,3.0,6.0,10.0,3.0,7.0,3.0,7.0,4.0,10.0
B,2.0,1.0,3.0,1.0,2.0,7.0,7.0,4.0,6.0,6.0,6.0,7.0,3.0,8.0,5.0,9.0
C,7.0,11.0,7.0,8.0,4.0,4.0,9.0,7.0,8.0,12.0,10.0,11.0,2.0,9.0,3.0,7.0
V,2.0,7.0,4.0,5.0,1.0,7.0,8.0,4.0,2.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
U,5.0,5.0,6.0,3.9092147,2.0,5.0,7.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,1.0290219,6.0
N,2.0,0.0,1.2009022,1.0,1.0,7.0,8.0,7.0,3.0,7.0,6.0,8.0,4.0,8.0,1.0,8.0
S,4.0,9.0,5.0,7.0,2.0,9.0,8.0,6.0,9.0,6.0,6.0,5.585258,0.0,7.0,9.0,6.0
F,3.0,5.0,6.0,5.0,2.0,5.0,12.0,4.0,5.0,13.0,8.0,4.0,2.0,10.0,1.0,6.0
D,6.0,10.0,9.0,8.0,7.0,7.0,7.0,5.0,6.0,8.0,6.0,5.0,4.0,7.0,4.0,6.0
J,4.0,7.0,6.0,6.0,2.0,6.0,8.217758,3.0,5.0,14.0,7.0,8.0,2.0,8.0,1.0,7.0
V,8.0,10.0,8.0,8.0,6.0,5.0,11.0,2.0,3.0,9.0,9.0,7.0,8.0,11.0,6.0,5.0
T,2.0,1.0,3.0,2.0,1.0,6.0,12.0,3.0,6.0,7.0,11.0,8.0,1.0,10.0,1.0,7.0
I,2.0,10.0,3.0,7.0,2.0,8.0,7.0,0.0,7.0,8.0,6.0,8.0,0.0,8.0,2.0,8.0
P,4.0,6.0,6.0,4.0,3.911491,4.0,9.0,2.0,7.0,9.0,7.0,5.0,4.0,9.0,5.0,5.0
I,2.0,6.0,0.0,7.0,1.0,7.0,7.0,4.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
P,6.0,10.0,5.0,4.0,2.0,6.0,11.0,6.0,2.0,12.0,5.0,4.0,4.0,10.0,3.0,8.0
K,5.0,8.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,9.0,2.0,8.0,4.0,10.0
L,5.0,9.0,6.0,6.0,4.0,6.0,6.0,0.0,7.0,7.0,3.0,12.0,0.0,7.0,4.0,8.0
D,8.0,12.0,7.0,6.0,4.0,9.0,6.0,4.0,8.0,11.0,2.0,6.0,3.0,8.0,6.0,7.0
P,5.0,10.0,7.0,7.0,4.0,7.0,9.0,8.0,7.0,7.0,6.0,4.0,3.0,9.0,4.0,6.0
X,4.0,10.0,8.0,8.0,6.0,7.0,8.0,3.0,8.0,7.0,7.0,8.0,4.0,9.0,9.0,9.0
Q,4.0,6.0,5.0,7.0,3.0,8.0,9.0,5.0,4.0,7.0,9.0,10.0,3.0,8.0,6.0,9.0
X,5.0,13.0,7.0,8.0,6.0,9.0,7.0,2.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0
L,1.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,5.0,7.0,4.0,9.0,0.0,8.0,3.0,8.0
C,3.0,6.0,4.0,5.0,2.0,4.0,8.0,5.0,7.0,10.0,9.0,13.0,1.0,9.0,3.0,7.0
Z,4.0,9.0,6.0,7.0,7.0,11.0,7.0,4.0,3.0,7.0,5.0,8.0,4.0,8.0,8.0,5.0
X,2.0,8.0,4.0,6.0,4.0,8.0,8.0,3.0,8.0,6.0,6.0,7.0,3.0,8.0,6.0,6.0
K,4.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,5.0,10.0,5.0,9.0,5.0,6.0,4.0,9.0
M,5.0,9.0,5.0,7.0,4.0,6.0,7.0,13.0,2.0,7.0,9.0,8.0,7.2162423,6.0,0.0,8.0
P,1.0,1.0,3.0,2.0,1.0,5.0,10.0,7.0,2.0,9.0,6.0,4.0,1.0,8.0,4.0,8.0
Y,6.0,10.0,8.0,7.0,3.0,8.0,11.0,2.0,2.0,7.0,12.0,8.0,2.0,12.0,0.0,8.0
E,2.0,9.0,4.0,7.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,9.0,3.0,9.0,6.0,11.0
I,4.0,10.0,5.0,8.0,3.0,8.0,6.0,2.0,8.0,7.0,5.0,6.0,0.0,8.0,5.0,6.0
U,4.0,8.0,5.0,6.0,3.0,5.0,8.0,7.0,6.0,8.0,9.0,11.0,3.0,10.0,2.0,8.0
O,3.0,2.0,4.0,3.0,2.0,7.0,7.0,6.0,5.0,7.0,6.0,10.0,3.0,8.0,3.0,8.0
H,4.0,10.0,4.0,8.0,3.0,7.0,7.0,14.140022,2.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0
R,7.0,11.0,6.0,6.0,5.0,8.0,7.0,4.0,4.0,9.0,5.0,8.0,7.0,6.0,8.0,10.0
T,2.8228211,5.0,4.0,6.0,2.0,6.0,13.0,0.0,5.0,7.0,10.934739,8.0,0.0,8.0,0.0,8.0
E,4.0,10.0,5.0,6.0,5.0,7.0,8.0,5.0,4.0,6.0,7.0,9.0,4.0,8.0,8.0,7.0
O,5.0,10.0,6.0,8.0,7.0,7.0,7.0,7.0,3.0,8.0,6.0,8.0,4.0,8.0,4.0,5.0
M,8.890941,10.0,13.934351,8.0,7.0,11.0,5.0,3.0,6.0,10.0,4.0,7.0,8.134542,5.0,2.0,8.0
N,6.0,9.275342,6.0,6.0,2.0,7.0,7.0,8.0,4.0,6.0,4.0,5.0,5.0,7.0,3.0,8.0
