lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
H,4.0,8.0,6.0,6.0,8.0,7.0,7.0,4.0,3.0,7.0,6.0,7.0,6.0,6.0,9.0,6.0
A,3.0,9.0,5.0,6.0,3.0,11.0,2.0,1.1495994,2.0,9.0,2.0,9.0,3.0,6.0,3.0,8.0
C,8.0,10.0,6.0,8.0,4.0,5.0,7.0,6.0,8.0,11.0,9.0,10.0,3.0,12.0,4.0,7.0
Z,3.0,5.0,4.0,7.0,2.0,7.0,7.0,4.0,12.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0
T,3.0,6.0,4.0,4.0,2.0,9.0,11.0,1.0,8.0,5.0,11.0,8.0,1.0,10.0,1.0,8.0
I,1.0,9.0,0.0,6.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
R,6.0,9.0,7.0,6.0,5.0,7.0,10.0,4.0,5.0,9.0,5.0,7.0,3.0,8.0,6.0,10.0
K,2.0,4.0,4.0,2.0,2.0,6.0,7.0,4.0,7.0,7.0,6.0,9.0,3.0,8.0,5.0,9.0
I,1.0,4.0,1.0,1.0,0.0,7.0,7.0,2.0,6.0,13.0,6.0,8.0,0.0,8.0,0.0,8.0
R,3.0,2.0,4.0,4.0,3.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0,7.0,4.0,8.0
L,6.0,9.0,6.0,5.0,3.0,7.0,3.0,3.0,4.0,12.0,6.0,13.0,3.0,8.0,6.0,8.0
E,3.0,6.0,5.0,5.0,4.0,7.0,8.0,5.0,6.0,8.0,6.0,10.0,3.0,8.0,6.0,9.0
Q,6.0,10.0,5.0,6.0,3.0,12.0,3.5773716,3.995392,6.0,10.0,3.0,8.0,3.0,9.0,5.0,12.0
Z,8.0,14.0,7.0,8.0,5.0,11.0,3.0,4.0,5.0,13.0,2.0,11.0,2.0,7.0,7.0,10.0
R,1.0,0.0,2.0,0.0,0.0,6.0,9.0,7.0,2.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0
M,7.0,8.0,9.024884,7.0,11.0,8.0,8.0,4.0,4.0,7.0,5.0,7.0,11.755979,7.0,7.0,4.0
W,4.0,7.0,6.0,5.0,4.0,5.0,10.0,4.0,2.0,7.0,8.0,8.0,8.0,11.0,0.0,8.0
P,3.0,4.0,5.0,2.0,2.0,8.0,10.0,3.0,3.0,12.0,4.0,3.0,1.0,9.0,2.0,8.0
Z,6.0,10.0,8.0,7.0,4.0,9.0,7.0,2.0,9.0,13.0,5.0,7.0,1.0,9.0,5.0,9.0
M,2.0,1.0,3.0,2.0,1.0,7.0,6.0,9.0,1.0,7.0,9.0,8.0,7.0,6.0,0.0,8.0
N,4.0,4.0,5.0,6.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,3.0,8.0
Z,3.0,8.0,4.0,6.0,3.0,7.0,8.0,6.0,9.0,7.0,6.0,9.0,1.0,8.0,7.0,8.0
V,5.0,7.0,7.0,8.0,4.0,8.0,9.0,4.0,2.0,7.0,14.0,8.0,2.0,10.0,0.0,8.0
P,1.0,0.0,1.0,0.0,0.0,6.0,10.0,5.0,2.0,10.0,6.0,5.0,0.0,9.0,2.0,8.0
C,6.0,10.0,7.0,8.0,8.0,7.0,6.0,5.0,4.0,7.0,6.0,12.0,8.326471,8.0,8.0,11.0
D,4.0,7.0,6.0,6.0,7.0,9.0,8.0,4.0,5.0,7.0,5.0,8.0,5.0,6.0,6.0,4.0
J,1.0,0.0,2.0,0.0,0.0,12.133902,3.0,5.0,3.0,12.0,4.0,10.0,0.0,7.0,0.0,8.0
H,4.0,5.0,5.0,7.0,3.0,7.0,5.0,15.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0
E,2.0,4.0,3.0,3.0,2.0,7.0,7.0,4.0,7.0,6.0,6.0,8.0,2.0,8.0,5.0,9.0
C,4.0,3.0,5.0,4.0,2.0,5.0,7.0,7.0,9.0,8.0,7.0,12.0,1.0,8.0,4.0,8.0
E,6.0,9.0,7.0,7.0,7.3143024,6.0,9.0,3.0,7.0,9.0,7.0,10.0,3.0,9.0,6.0,7.0
L,1.0,0.0,1.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,1.0,6.0,0.0,8.0,0.0,8.0
I,5.0,7.0,6.0,5.0,3.0,6.0,8.0,1.0,8.0,12.0,6.0,8.0,0.0,8.0,2.0,7.0
L,2.0,0.0,2.0,1.0,0.0,1.0,0.33070514,6.0,5.0,0.0,2.0,4.0,0.0,8.0,0.0,8.0
X,3.0,5.0,6.0,4.0,3.0,8.0,7.0,1.0,8.0,10.0,6.0,8.0,3.0,8.0,4.0,7.0
F,2.0,3.0,3.0,2.0,1.0,5.0,10.0,2.0,5.0,13.0,8.0,5.0,1.0,9.0,1.0,7.0
V,5.0,9.0,5.0,7.0,4.0,3.0,11.0,1.0,2.0,10.0,11.0,8.0,2.0,10.0,1.0,7.0
B,6.0,11.0,8.0,7.0,8.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,4.0,8.0,7.0,10.0
G,5.0,11.0,6.0,8.0,5.0,5.0,7.0,7.0,6.0,10.0,8.0,10.0,2.0,9.0,4.0,10.0
Y,1.0,0.0,2.0,0.0,0.0,7.0,9.0,3.0,2.0,7.0,12.0,8.0,1.0,10.0,0.0,8.0
U,2.0,7.0,4.0,5.0,3.0,7.0,7.0,7.9523506,6.0,7.0,9.0,8.0,3.0,9.0,1.0,8.0
J,5.0,4.0,6.0,7.0,3.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,3.0,8.0,6.0,8.0
Y,0.0,0.0,1.0,0.0,0.0,7.0,10.0,2.0,2.0,7.0,11.576111,8.0,1.0,11.0,0.0,8.0
F,4.0,6.0,6.0,5.0,4.0,6.0,10.0,3.0,6.0,12.0,8.0,5.0,2.0,10.0,2.0,6.0
L,4.0,10.0,4.0,8.0,3.0,0.0,2.0,4.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
O,2.0,0.0,2.0,1.0,1.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,9.0
S,3.0,6.0,3.0,4.0,1.0,8.0,8.0,5.0,9.0,5.0,6.0,8.0,0.0,8.0,9.0,7.0
N,6.0,9.0,7.0,6.0,4.0,3.0,11.0,3.0,4.0,10.0,11.0,9.0,5.0,8.0,1.0,8.0
O,3.0,1.0,4.0,3.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
T,5.0,7.0,7.0,6.0,6.0,7.0,8.0,4.0,5.0,7.0,8.0,8.0,5.0,12.0,7.0,5.0
X,3.0,9.0,6.0,7.0,6.0,9.0,7.0,3.0,4.0,8.0,6.0,6.0,4.0,8.0,6.0,5.0
Y,2.0,4.0,4.0,3.0,2.0,4.0,10.0,2.0,6.0,11.0,10.0,5.0,1.0,11.0,2.0,5.0
F,4.0,11.0,5.0,8.0,4.0,7.0,9.0,1.0,7.0,13.0,6.0,5.0,1.0,10.0,2.0,8.0
M,4.0,9.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,9.0,10.0,6.0,2.0,8.0
H,5.0,6.0,8.0,5.0,5.0,7.0,8.0,3.0,6.0,10.0,6.0,8.0,3.0,8.0,4.0,7.0
I,5.0,10.0,6.0,8.0,7.0,8.0,9.0,5.0,5.0,6.0,6.0,8.0,3.0,8.0,9.0,6.0
L,3.0,7.0,4.0,5.0,2.0,5.0,5.0,1.0,9.0,6.0,2.0,10.040498,0.0,8.0,4.0,7.0
G,7.0,11.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,10.0,6.0,12.0,3.0,8.0,5.0,8.0
P,5.0,10.0,5.0,8.0,6.0,5.0,11.0,9.0,3.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0
H,4.0,5.0,5.0,3.0,3.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,4.0,7.0
P,2.0,3.0,2.0,1.0,1.0,5.0,12.0,7.0,1.0,10.0,6.0,4.0,1.0,9.0,3.0,8.0
R,3.0,6.0,5.0,4.0,3.0,9.0,7.0,3.0,6.0,10.0,4.0,7.0,5.0,6.0,3.0,10.0
I,3.0,9.0,4.0,6.0,2.0,8.0,5.0,0.0,8.0,14.0,6.0,10.0,0.0,8.0,1.0,9.0
S,3.0,8.0,4.0,6.0,3.0,8.0,6.0,4.0,7.0,5.0,5.0,9.0,0.0,10.0,8.0,9.0
D,2.0,3.2254837,4.0,2.0,2.0,9.0,7.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0
L,3.0,7.0,4.0,5.0,2.0,6.0,7.0,6.0,7.0,7.0,7.0,8.0,3.0,8.0,5.0,9.0
U,6.0,8.0,6.0,6.0,3.0,5.0,8.0,6.0,9.0,9.0,8.0,9.0,3.0,9.0,3.0,5.0
Q,2.0,0.0,3.0,1.0,1.0,8.0,7.0,6.0,5.0,7.0,7.0,9.0,2.0,8.0,3.0,8.0
N,1.0,0.0,2.0,1.0,0.0,7.0,7.0,10.0,0.0,5.0,6.0,8.0,3.0,8.0,0.0,8.0
U,4.0,8.0,6.0,6.0,4.0,7.0,8.0,6.0,7.0,7.0,9.0,10.0,3.0,9.0,1.0,8.0
K,4.0,7.0,4.0,5.0,3.0,4.0,7.0,5.0,5.0,7.0,6.0,10.0,3.0,8.0,4.0,11.0
S,5.0,9.0,6.0,6.0,8.0,8.0,6.0,5.0,4.0,7.0,6.0,8.0,5.0,7.0,11.0,4.0
W,4.0,5.0,6.0,4.0,3.0,4.0,10.0,4.0,2.0,8.0,8.0,8.0,7.0,11.0,1.0,7.0
V,4.0,6.0,6.0,5.0,2.0,6.0,8.0,4.0,2.0,8.0,13.185239,8.0,3.0,9.0,0.0,8.0
Z,6.0,11.0,7.0,6.0,3.0,7.0,7.0,2.0,9.0,13.0,6.0,9.0,2.0,9.0,5.0,8.0
N,3.0,5.0,5.0,3.0,3.0,8.0,8.0,3.0,4.0,10.0,4.0,5.0,5.0,9.0,1.0,7.0
K,5.0,9.0,7.0,7.0,5.0,7.0,6.0,2.0,6.0,9.7957325,6.0,9.0,4.0,8.0,4.0,8.0
Q,2.0,2.0,3.0,3.0,2.0,8.0,7.0,6.0,2.0,7.0,7.0,9.0,2.0,9.0,3.0,9.348185
Y,3.0,9.0,5.0,6.0,2.0,7.0,10.0,2.0,2.0,7.0,13.0,8.0,1.0,11.0,0.0,8.0
P,4.0,8.0,5.0,6.0,5.0,7.0,9.0,3.0,5.0,9.0,9.0,5.0,1.0,10.0,4.0,7.0
A,2.0,3.0,4.0,5.0,2.0,9.0,5.0,3.0,1.0,7.0,0.0,8.0,2.0,7.0,1.0,8.0
U,6.804261,10.0,7.0,8.0,4.0,3.0,9.0,5.0,7.0,11.0,11.0,9.0,3.0,9.0,2.0,6.0
N,6.0,11.0,8.0,8.0,6.0,6.0,8.0,6.0,5.0,8.0,7.0,7.0,6.0,9.0,2.0,6.0
K,3.0,7.0,5.0,5.0,4.0,6.0,7.0,4.0,7.0,6.0,5.0,9.0,3.0,8.0,5.0,9.0
N,3.0,7.0,4.0,5.0,2.0,7.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,8.0,2.0,8.0
O,4.0,6.0,5.0,4.0,4.0,7.0,8.0,6.0,5.0,9.0,6.0,8.0,3.0,8.0,3.0,7.0
A,2.0,4.0,4.0,1.8114941,2.0,10.0,1.1145077,3.0,2.0,10.0,3.0,9.0,2.0,6.0,2.0,9.0
U,2.0,4.0,3.0,3.0,2.0,7.0,8.0,6.0,7.0,7.0,9.0,7.0,3.0,9.0,1.0,8.0
D,3.0,5.0,5.0,4.0,4.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,3.0,8.0,3.0,7.0
T,7.0,11.0,7.0,8.0,5.0,6.0,12.0,4.0,6.0,12.0,9.0,4.0,2.0,13.0,2.0,4.0
U,4.0,3.0,5.0,5.0,3.0,7.0,4.4438744,11.0,4.0,6.0,11.0,8.0,3.0,9.0,0.0,8.0
O,4.0,6.0,5.0,4.0,4.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,3.0,8.0,4.0,6.0
Y,3.0,7.0,5.0,5.0,2.0,4.0,11.0,2.0,2.0,10.0,12.0,8.0,1.0,10.0,0.0,8.0
H,5.0,9.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,8.0,4.0,8.0,4.0,8.0
H,5.0,6.0,7.0,4.0,4.0,10.0,6.0,3.0,7.0,10.0,4.0,8.0,3.0,8.0,3.0,10.0
C,4.0,8.0,4.0,6.0,2.0,4.0,8.0,6.0,7.0,12.0,9.0,12.0,1.0,9.0,3.0,7.0
B,4.0,6.0,4.0,7.0,5.0,6.0,8.0,9.0,6.0,7.0,5.0,8.0,3.0,8.0,8.0,8.0
S,6.0,11.0,5.0,6.0,2.0,10.0,2.0,3.0,4.0,9.0,2.0,10.0,3.0,6.0,4.0,10.0
S,2.0,4.0,4.0,3.0,2.0,8.0,8.0,2.0,7.0,10.0,6.0,7.0,1.0,9.0,5.0,8.0
O,6.0,11.0,6.0,8.0,8.0,7.0,8.0,6.0,3.0,9.0,6.0,8.0,5.0,9.0,3.0,8.0
B,6.0,13.0,5.0,7.0,4.0,10.0,4.0,3.0,4.0,9.0,6.0,9.0,5.0,8.0,7.0,11.0
Z,8.0,14.0,8.0,8.0,4.0,11.0,3.0,3.0,8.0,12.0,4.0,10.0,3.0,6.0,8.0,11.583819
K,8.0,13.0,8.0,8.0,5.0,6.0,7.0,2.0,6.0,10.0,7.0,10.0,5.0,8.0,4.0,8.0
I,2.0,9.0,4.0,6.0,4.0,7.0,7.0,0.0,6.0,7.0,6.0,8.0,0.0,8.0,2.020843,8.0
H,2.0,4.0,4.0,5.0,2.0,7.0,7.0,14.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0
M,5.0,10.0,7.0,7.0,5.0,11.0,6.0,3.0,4.0,10.0,4.0,8.0,6.0,6.0,2.0,8.0
E,3.0,7.0,4.0,5.0,2.0,3.0,8.0,6.0,10.817336,7.0,6.0,14.0,0.0,8.0,7.0,7.0
I,0.0,1.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
Q,3.0,3.0,4.0,4.0,3.0,8.0,7.0,6.0,4.0,6.0,6.0,8.0,2.0,8.0,5.0,8.0
D,3.0,8.0,4.0,6.0,3.0,6.0,7.0,9.0,8.0,6.0,5.0,5.0,4.0,8.0,4.0,7.0
P,1.0,4.0,2.0,1.0,1.0,6.0,9.0,4.0,3.0,10.0,7.0,4.0,1.0,9.0,3.0,7.0
S,2.0,5.0,2.0,3.0,2.0,7.0,8.0,6.2044888,5.0,7.0,6.0,7.0,2.0,8.0,7.0,8.0
G,4.0,10.0,6.0,8.0,3.0,7.0,6.0,8.0,8.0,7.0,6.0,10.0,1.0,8.0,5.0,11.0
H,6.0,8.0,9.0,6.0,6.0,7.0,8.0,3.0,6.0,10.0,6.0,8.0,4.0,8.0,4.0,8.0
O,4.0,9.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,9.0,6.0,9.0,3.0,8.0,3.0,8.0
K,5.0,7.0,7.0,5.0,3.0,6.0,7.0,2.0,7.0,9.0,6.0,10.0,3.0,8.0,3.0,7.0
P,5.0,11.0,6.0,8.0,6.0,5.0,11.0,3.0,5.0,12.0,8.0,4.0,2.0,10.0,3.0,6.0
F,7.0,11.51314,9.0,8.0,8.0,4.0,9.0,2.0,7.0,10.0,11.0,7.0,6.0,10.0,4.0,4.0
D,3.0,4.0,3.0,5.0,2.0,5.0,7.0,9.0,8.0,6.0,5.0,5.0,3.0,8.0,3.0,8.0
G,6.0,10.0,7.0,8.0,4.0,6.0,7.0,7.0,8.0,10.0,7.0,11.0,2.0,9.0,4.0,9.0
E,5.0,10.0,5.0,7.0,3.0,7.0,8.0,6.0,9.0,8.0,6.0,10.0,2.0,9.0,6.0,9.0
S,2.0,6.0,3.0,4.0,2.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,2.0,9.0,8.0,8.0
K,4.0,6.0,6.0,5.0,4.0,6.0,7.0,2.0,6.0,10.0,6.0,10.0,3.0,8.0,3.0,8.0
O,4.0,3.0,4.0,4.0,2.0,7.0,8.0,7.0,5.0,9.0,8.0,6.0,3.0,8.0,4.0,8.0
L,6.0,9.0,5.0,4.0,2.0,6.0,6.0,3.0,7.0,11.0,6.0,12.0,2.0,8.0,6.87634,7.0
M,5.0,9.0,7.7580442,7.0,7.0,8.0,7.0,2.0,4.0,9.0,5.0,6.0,9.0,6.0,2.0,8.0
Q,5.0,8.0,6.0,8.0,5.0,8.0,7.0,6.0,3.0,8.0,8.0,11.0,3.0,8.0,5.0,8.0
G,6.0,13.102571,5.0,7.0,4.0,7.0,8.0,6.0,4.0,9.0,6.0,9.0,4.0,8.0,7.0,11.0
E,3.0,9.0,5.0,6.0,6.0,6.0,8.0,4.0,8.0,7.0,6.0,10.0,3.0,8.0,6.0,7.0
A,4.0,6.0,6.0,8.0,3.0,7.0,4.0,3.0,0.0,7.0,2.0,8.0,3.0,7.0,2.0,8.0
I,1.0,3.0,1.0,1.0,1.0,8.0,7.0,1.0,6.0,7.0,6.0,8.0,0.0,8.0,2.0,7.0
P,5.0,9.0,5.0,6.0,3.0,5.0,11.0,10.0,4.0,9.0,6.0,5.0,1.0,10.0,4.0,8.0
B,3.0,5.0,4.0,4.0,4.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,2.0,8.0,7.0,10.0
N,2.0,5.0,3.0,3.0,1.0,6.0,10.0,5.0,3.0,8.0,8.0,7.0,4.0,10.0,1.0,7.0
H,4.0,4.0,6.0,4.0,3.0,7.0,7.0,3.0,6.0,10.0,6.0,8.0,3.0,8.0,3.0,8.0
Z,3.0,8.0,4.0,6.0,4.0,7.0,7.0,4.0,9.0,8.0,6.0,9.0,1.0,8.0,7.0,7.0
V,3.0,4.0,4.0,2.0,1.0,4.0,12.0,3.0,3.0,11.0,11.0,7.0,2.0,11.0,1.0,7.0
K,4.0,8.0,6.0,6.0,5.0,6.0,7.0,1.0,5.0,9.0,6.0,9.0,3.0,8.0,4.0,8.0
U,5.0,10.0,8.0,8.0,4.0,8.0,9.0,6.0,8.0,2.0,9.0,9.0,3.0,9.0,1.0,8.0
L,1.0,5.0,3.0,3.0,1.0,7.0,3.0,2.0,7.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0
I,4.0,7.0,6.0,7.0,7.0,7.0,9.0,5.0,4.0,7.0,8.0,8.0,3.0,7.0,8.0,8.0
V,6.0,11.043457,6.0,6.0,3.0,8.0,8.0,4.0,4.0,7.0,9.0,6.0,6.0,11.0,3.0,6.0
E,3.0,9.0,4.0,7.0,2.0,2.0,7.0,6.0,9.0,7.0,6.0,12.0,0.0,8.0,7.0,9.0
R,5.0,6.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0,4.0,7.0,5.0,7.0,6.0,5.0
Q,4.0,8.0,5.0,7.0,3.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,3.0,8.0,5.0,10.0
Y,3.0,8.0,6.0,6.0,5.0,6.0,8.679584,2.0,4.0,6.0,10.0,9.0,3.0,11.0,3.0,9.0
L,4.0,9.0,4.0,7.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
Q,4.0,7.0,4.0,8.0,4.0,8.0,6.0,7.0,3.0,7.0,7.0,11.0,3.0,8.0,6.0,9.0
E,5.0,11.0,7.0,8.0,7.0,7.0,7.0,3.0,7.0,8.0,6.0,9.0,4.0,9.0,5.0,10.0
N,8.0,12.0,8.0,7.0,4.0,8.0,6.0,3.0,4.0,12.0,4.143527,8.0,6.0,9.0,0.0,7.0
I,2.0,6.0,2.0,4.0,1.0,7.0,7.0,0.0,8.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
W,6.0,10.0,10.372138,7.0,6.0,5.0,10.0,2.0,4.0,7.0,8.0,9.0,8.0,11.0,1.0,8.0
E,3.0,1.0,4.0,2.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,2.0,8.0,5.0,9.0
Q,5.0,9.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,8.0,3.0,8.0,8.77266,9.0
L,4.0,7.0,5.0,5.0,4.0,7.0,6.0,2.0,7.0,7.0,2.0,9.0,3.0,7.0,3.0,7.0
J,4.0,9.0,6.0,7.0,3.0,8.0,7.0,3.0,6.0,15.0,5.0,10.0,0.0,7.0,1.0,7.0
C,1.0,0.0,1.0,1.0,1.0,6.0,7.0,5.0,8.0,7.0,6.0,13.0,0.0,8.0,3.0,9.0
X,5.0,10.0,7.0,8.0,7.0,7.0,7.0,3.0,6.0,6.0,6.0,7.0,6.0,9.0,9.0,9.0
T,2.0,6.0,4.0,4.0,1.0,7.0,14.0,1.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
G,4.0,7.0,4.0,5.0,3.0,8.0,9.0,8.0,6.0,6.0,6.0,8.0,3.0,7.0,5.0,10.0
K,6.0,10.0,6.0,5.0,2.0,5.0,8.0,4.0,6.0,10.0,9.0,8.0,5.0,10.0,3.0,7.0
T,5.0,11.0,6.0,8.0,4.0,4.0,13.0,3.0,6.0,11.0,10.0,4.0,2.0,11.0,1.0,4.0
X,5.0,8.0,9.0,6.0,4.0,7.0,7.0,1.0,8.0,10.0,5.0,9.0,3.0,8.0,4.0,8.0
M,7.0,10.0,10.0,8.0,6.0,4.0,6.0,3.0,5.0,10.0,11.0,10.0,9.0,5.0,3.0,7.0
G,6.0,11.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,10.0,8.0,11.0,2.0,9.0,4.0,9.0
T,7.0,14.0,6.0,8.0,4.0,5.0,10.0,3.0,7.0,12.0,7.0,5.0,2.0,9.0,5.0,4.0
J,6.0,9.0,8.0,8.0,9.132059,7.0,8.0,5.0,5.0,9.0,6.0,7.0,8.0,7.0,11.0,4.0
I,2.0,4.0,3.0,3.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
W,6.0,8.0,8.0,5.0,3.0,11.0,7.0,4.0,2.0,8.0,7.0,8.0,9.0,9.0,0.0,8.0
L,3.0,6.0,5.0,4.0,4.0,7.0,7.0,4.0,3.0,6.0,7.0,9.0,6.0,8.0,5.0,8.0
T,2.0,7.0,4.0,4.0,1.0,7.0,14.010466,1.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
J,2.0,1.0,3.0,2.0,1.0,7.0,11.0,2.0,2.0,7.0,11.0,9.0,2.0,11.0,0.0,8.0
T,3.0,6.0,5.0,5.0,5.0,7.0,8.0,5.0,8.0,7.0,7.0,9.0,2.0,10.0,7.0,7.0
B,5.0,9.0,6.0,6.0,8.0,7.0,8.0,6.0,6.0,6.0,5.0,7.0,2.0,8.0,6.0,9.0
V,7.0,10.0,8.0,8.0,5.0,3.0,11.008704,2.0,2.0,9.0,11.0,8.0,6.0,9.0,3.0,8.0
H,4.0,8.0,6.0,6.0,5.0,6.0,8.0,4.0,7.0,9.0,7.0,9.0,5.0,8.0,3.0,6.0
K,5.0,9.0,7.0,7.0,6.0,6.0,7.0,2.0,7.0,7.0,6.0,10.0,3.0,8.0,4.0,9.0
R,9.0,12.696193,7.0,7.0,5.0,9.0,6.0,4.0,6.0,10.0,3.0,6.0,6.0,7.0,7.0,11.0
Z,3.0,7.0,5.0,5.0,3.0,7.0,8.0,2.0,8.0,11.0,6.0,7.0,1.0,8.0,6.0,5.0
U,4.0,9.0,4.0,7.0,2.0,7.0,5.0,14.0,5.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0
P,4.0,5.0,5.0,7.0,7.0,8.0,9.0,4.0,2.0,7.0,7.0,6.0,7.0,11.0,7.0,4.0
F,4.0,9.0,4.0,6.0,3.0,1.0,12.0,4.0,4.0,11.0,10.0,8.0,0.0,8.0,2.0,7.0
M,4.0,6.0,6.0,4.0,4.0,7.0,6.0,5.0,4.0,7.0,7.0,8.0,7.0,5.0,2.0,9.0
J,1.0,5.0,1.0,4.0,0.0,12.0,3.4819813,6.0,4.0,13.0,4.0,11.0,0.0,7.0,0.0,8.0
Y,5.0,11.0,6.0,8.0,2.0,8.0,10.0,3.0,3.0,7.0,13.0,8.0,2.0,11.0,0.0,8.0
F,2.0,1.0,3.0,1.0,1.0,6.0,10.0,3.0,5.0,10.232986,9.0,5.0,1.0,10.0,3.0,6.0
M,4.0,3.0,4.0,5.0,3.0,8.0,7.0,11.0,1.0,6.0,9.0,8.0,7.0,6.0,0.0,8.0
H,2.0,1.0,4.0,2.0,2.0,6.0,7.0,5.0,5.0,7.0,6.0,8.0,3.0,8.0,2.0,7.0
C,1.0,0.0,1.0,0.0,1.0,7.0,7.0,5.4279733,8.0,7.0,6.0,13.0,0.0,8.0,4.0,9.0
R,3.0,7.0,4.0,4.0,3.0,5.0,8.0,9.0,5.0,6.0,6.0,7.0,2.0,8.0,4.0,8.0
Z,4.0,9.0,5.0,7.0,3.0,7.0,7.0,4.0,14.337804,9.0,6.0,8.0,0.0,8.0,8.0,8.0
Z,2.0,2.0,3.0,2.0,1.0,7.0,7.0,2.0,10.0,10.0,6.0,8.0,0.0,8.0,6.0,8.0
Z,1.0,1.0,2.0,2.0,0.0,7.0,7.0,2.0,10.208903,8.0,6.0,8.0,0.0,8.0,6.0,8.0
C,3.0,4.0,5.0,6.0,2.0,6.0,7.0,7.0,10.0,7.0,5.0,14.0,1.0,8.0,4.0,9.0
K,6.0,11.0,6.0,6.0,4.0,10.0,6.0,3.0,4.0,11.0,4.0,8.0,5.0,8.0,8.0,11.0
Z,3.0,5.0,5.0,4.0,2.0,8.0,6.0,2.0,10.0,12.0,5.0,9.0,1.0,8.0,5.0,9.0
K,6.0,10.0,8.0,8.0,8.418231,6.0,7.0,5.0,6.0,7.0,6.0,8.0,5.0,9.0,5.0,12.0
R,5.0,11.0,5.0,8.0,6.0,7.0,7.0,9.0,5.0,7.0,6.0,8.0,3.0,8.0,6.603285,11.0
N,2.0,4.0,3.0,3.0,2.0,7.0,8.0,6.0,4.0,7.0,6.0,7.0,6.0,8.0,1.0,7.0
U,3.0,7.0,5.0,5.0,3.0,8.0,7.0,5.0,5.0,5.0,8.0,8.0,3.0,9.0,1.0,8.0
Z,3.0,11.0,4.0,8.0,5.0,6.0,8.0,3.0,11.0,7.0,6.0,9.0,0.0,8.0,7.0,7.0
B,2.0,1.0,3.0,3.0,2.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,2.0,8.0,6.0,9.0
L,3.0,8.0,5.0,5.0,4.0,6.0,7.0,2.0,6.0,6.0,6.0,9.0,0.0,9.0,6.0,8.0
K,6.0,11.0,7.0,8.0,7.0,5.0,7.0,5.0,6.0,7.0,6.0,11.0,3.0,8.0,6.0,11.0
A,5.0,9.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,7.0,2.0,8.0,5.0,8.0,4.0,7.0
Q,6.0,10.0,6.0,5.0,3.0,10.0,2.0,4.0,7.0,11.0,4.0,10.0,3.0,9.0,6.0,11.237965
E,4.0,7.0,5.0,5.0,5.0,6.0,7.0,3.0,4.0,7.0,7.0,10.0,3.0,10.0,7.0,8.0
W,7.0,11.0,11.623693,8.0,6.0,10.0,11.0,4.0,2.0,4.0,9.0,8.0,10.0,13.0,1.0,7.0
J,4.0,6.0,6.0,8.0,5.0,8.0,7.0,4.0,6.0,6.0,5.0,7.0,4.0,8.0,9.0,8.0
