lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
C,5.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,4.0,7.0,6.0,8.0,5.0,9.0,4.0,9.0
O,6.0,9.0,6.0,7.0,5.0,8.0,5.0,7.0,5.0,7.0,4.0,8.0,3.0,8.0,4.0,8.0
C,2.0,3.0,3.0,2.0,1.0,6.0,8.0,6.0,7.0,7.0,7.0,11.0,1.0,8.0,4.0,10.0
O,5.0,11.0,6.0,8.0,4.0,7.0,7.0,8.662701,6.0,9.0,6.0,8.0,3.0,8.0,3.0,8.0
P,4.0,11.0,4.0,8.0,4.0,4.0,12.0,6.0,2.0,11.0,8.0,4.0,0.0,8.0,3.0,7.0
G,1.0,0.0,2.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,1.0,8.0,5.0,9.0
S,1.0,1.0,2.0,3.0,1.0,7.0,7.0,3.0,6.0,6.0,6.0,8.0,0.0,8.0,4.0,8.0
D,5.0,11.0,7.0,8.0,6.0,9.0,7.0,5.0,7.0,9.0,6.0,5.0,5.0,8.0,4.0,8.0
I,0.0,0.0,0.0,1.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
O,1.0,0.0,2.0,0.0,0.0,7.0,7.0,6.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
Z,5.0,8.0,6.0,6.0,6.0,9.0,8.0,5.0,4.0,6.0,4.0,7.0,3.0,7.0,9.0,4.6680117
T,3.0,7.0,4.0,5.0,2.0,9.0,11.082151,3.0,7.0,6.0,11.0,8.0,2.0,11.0,1.0,8.0
S,7.0,11.0,8.0,8.0,4.0,8.0,6.0,3.0,8.0,11.0,6.0,8.0,2.0,8.0,6.0,6.0
A,3.0,9.0,5.0,7.0,4.0,10.0,3.0,1.0,3.0,9.0,2.0,8.0,2.0,6.0,3.0,7.0
K,3.0,8.0,4.0,5.0,2.0,3.0,8.0,7.0,2.0,7.0,6.0,11.0,3.0,8.0,3.0,10.0
V,2.0,7.0,3.0,5.0,1.0,7.0,8.0,4.0,2.0,7.0,13.0,8.0,3.0,10.0,0.0,8.0
W,7.0,10.0,8.0,8.0,7.0,3.0,10.0,3.0,3.0,9.0,10.0,10.0,6.0,10.0,1.0,8.0
I,3.0,11.0,0.0,8.0,3.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
K,6.0,8.0,7.0,6.0,5.0,9.0,7.0,3.0,7.0,10.0,2.0,6.0,3.0,8.0,4.0,9.0
A,2.0,8.0,4.0,6.0,3.0,11.0,6.0,2.0,3.0,8.0,2.0,9.0,3.0,6.0,3.0,8.0
F,5.0,8.0,6.0,5.0,3.0,8.0,8.0,1.0,6.0,12.0,6.0,6.0,3.0,9.0,3.0,8.0
S,5.0,7.0,7.0,5.0,3.0,6.0,10.0,3.0,6.0,13.019163,6.0,6.0,1.0,6.0,2.0,7.0
K,6.0,11.0,8.0,8.0,7.0,6.0,7.0,3.0,6.0,7.0,5.0,8.0,5.0,8.0,5.0,8.0
X,4.0,10.0,5.0,7.0,4.0,8.0,7.0,3.0,5.0,7.0,6.0,8.0,3.0,8.0,6.0,8.0
O,3.0,0.0,4.0,2.0,1.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
B,3.0,6.0,4.0,4.0,4.0,7.0,9.0,7.0,6.0,7.0,6.0,7.0,2.0,8.0,7.0,9.0
H,5.0,11.0,6.0,8.0,4.0,7.0,9.0,8.0,5.0,9.0,4.0,7.0,3.0,6.0,5.0,10.0
G,6.0,9.0,5.0,4.0,3.0,9.0,6.0,4.0,6.0,10.0,5.0,9.0,4.0,9.0,5.0,10.0
G,1.0,0.0,2.0,0.0,1.0,7.0,6.0,5.0,5.0,6.0,6.0,9.0,1.0,8.0,5.0,9.612584
H,4.0,8.0,5.0,6.0,4.0,8.0,6.0,14.0,1.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0
J,2.0,6.0,4.0,4.0,3.0,9.0,8.0,3.0,3.0,9.0,5.0,7.0,3.0,9.0,7.0,7.0
E,5.0,10.0,7.0,7.0,4.0,9.0,6.0,2.0,9.0,11.0,4.0,9.0,3.0,8.0,5.0,10.0
A,1.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0
W,2.0,3.0,4.0,2.0,2.0,6.0,8.0,4.0,0.0,7.0,9.0,8.0,6.0,11.0,0.0,8.0
M,5.0,7.0,7.0,5.0,8.0,8.0,7.0,5.0,4.0,7.0,6.0,5.0,11.092511,8.0,4.0,5.0
T,6.0,9.0,7.0,7.0,7.0,6.0,7.0,3.0,7.0,7.0,6.0,10.0,3.0,8.0,6.0,7.0
N,2.0,1.1908909,2.0,1.0,1.0,8.0,8.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,6.0
R,5.0,11.0,7.0,8.0,7.0,6.0,7.0,5.0,7.0,6.0,5.0,7.0,3.0,6.0,5.0,9.0
S,2.0,2.0,3.0,2.0,2.0,7.0,8.0,5.0,6.0,6.0,6.0,8.0,1.0,8.0,8.0,8.0
O,3.0,5.0,4.0,3.0,2.0,8.0,7.0,7.0,4.0,9.0,5.0,8.0,2.0,8.0,3.0,8.0
Q,6.0,11.0,5.0,7.0,3.0,6.0,6.0,5.0,6.0,9.0,6.0,10.0,4.0,7.0,8.0,6.0
L,4.0,10.0,6.0,8.0,4.0,3.0,4.0,2.0,8.0,2.0,0.0,9.0,0.0,7.0,1.0,5.0
K,6.0,12.0,8.0,8.0,5.0,4.0,7.0,3.0,7.0,10.0,10.0,11.0,3.0,7.0,4.0,6.0
I,1.0,7.0,2.0,5.0,1.0,7.0,7.0,0.0,7.0,9.0,6.0,9.0,0.0,8.0,2.0,8.0
M,6.0,10.0,9.0,7.0,6.0,9.0,6.0,3.0,5.0,9.0,5.0,7.0,9.0,7.0,2.0,7.0
R,4.0,8.0,6.0,6.0,5.0,10.0,6.0,3.0,6.0,10.0,3.0,7.0,3.0,7.0,4.0,9.0
R,4.0,7.0,6.0,6.0,6.0,5.0,8.0,4.0,4.0,6.0,5.0,10.0,6.0,7.0,7.0,8.0
G,4.0,7.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,9.0,7.0,11.0,2.0,9.0,4.0,10.0
G,6.0,8.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,9.0,7.0,10.0,2.0,8.0,4.0,9.0
G,3.0,7.0,4.0,5.0,2.0,7.0,7.0,7.0,7.0,5.0,6.0,10.0,1.0,7.0,5.0,11.0
V,5.0,7.0,6.0,4.0,3.0,8.0,9.0,4.0,5.0,9.0,9.5104265,6.0,6.0,12.0,3.0,7.0
D,4.0,10.0,6.0,7.0,5.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,3.0,7.0,4.0,8.0
S,3.0,4.0,5.0,3.0,2.0,8.0,8.0,2.0,7.0,9.0,6.0,7.0,1.0,8.0,5.0,8.0
P,4.0,8.0,6.0,6.0,3.0,6.0,10.0,3.0,5.0,13.202978,6.0,3.1311522,1.0,10.0,3.0,8.0
A,3.0,6.0,5.0,4.0,3.0,11.0,3.0,3.0,1.0,10.0,2.0,9.0,2.0,6.0,2.0,8.0
K,5.0,8.0,8.0,6.0,7.0,9.0,6.0,1.0,4.0,9.0,3.0,9.0,6.0,6.0,6.0,9.0
P,4.0,8.0,6.0,5.0,4.0,6.0,10.0,3.0,6.0,11.0,7.0,4.0,1.0,10.0,3.0,6.0
E,3.0,2.0,4.0,4.0,2.0,3.0,8.0,6.0,11.0,7.0,5.0,14.0,0.0,8.0,7.0,7.0
K,2.0,4.0,3.0,3.0,3.0,7.0,7.0,3.0,6.0,6.0,6.0,8.0,2.0,8.0,4.0,10.0
Z,2.0,2.0,3.0,3.0,1.0,7.0,7.0,3.0,11.0,9.0,6.0,8.0,0.0,8.0,7.0,8.0
W,4.0,3.0,6.0,5.0,3.0,5.0,8.0,4.2434177,1.0,7.0,8.0,8.0,9.0,9.0,0.0,8.0
T,4.0,9.0,5.0,7.0,3.0,6.0,11.0,3.0,8.0,9.0,11.0,7.0,1.0,11.0,1.0,8.0
W,5.0,6.0,6.0,4.0,4.0,5.0,10.0,2.0,3.0,8.0,9.0,8.0,7.0,11.0,2.0,7.0
C,1.0,1.0,2.0,1.0,1.0,6.0,8.0,7.0,7.0,8.0,7.0,12.0,1.0,9.0,4.0,10.0
K,6.0,10.0,7.0,6.0,4.665319,5.0,7.0,3.0,5.0,11.0,9.0,11.0,4.0,8.0,4.0,8.0
O,2.0,5.0,3.0,3.0,2.0,8.0,7.0,7.0,4.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0
E,4.0,10.0,5.0,8.0,6.0,7.0,7.0,4.0,8.0,7.0,5.0,9.0,3.0,8.0,5.0,10.0
H,5.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,3.0,7.0,4.0,9.0
Q,6.0,8.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,7.0,4.0,9.0,4.0,6.0,6.0,6.0
X,4.0,7.0,7.0,6.0,5.0,7.0,6.0,2.0,7.0,7.0,6.0,8.0,3.0,8.0,5.0,8.0
T,2.0,3.0,3.0,1.0,1.0,7.0,12.0,3.0,5.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0
L,4.0,7.0,6.0,6.0,5.0,6.0,7.0,3.0,7.0,8.0,6.0,8.0,3.0,8.0,6.0,7.0
Z,3.0,1.0,4.0,4.0,2.0,7.0,7.0,5.0,10.0,7.0,6.0,8.0,1.0,8.0,8.0,8.0
Y,3.0,2.0,4.0,4.0,2.0,4.0,11.0,2.0,7.0,11.0,11.0,6.0,1.0,11.0,3.0,6.0
J,6.0,11.0,5.0,10.0,4.0,7.0,8.0,3.0,3.0,13.0,5.0,5.0,3.0,10.0,8.0,9.0
X,2.0,1.0,2.0,1.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
Q,6.304073,6.0,7.0,7.0,5.0,8.0,7.0,6.0,5.0,6.0,7.0,9.0,4.0,7.0,6.0,8.0
N,3.0,7.0,5.0,5.0,2.0,9.0,8.0,3.0,6.0,10.0,2.0,4.0,4.0,9.0,1.0,7.0
E,5.0,12.0,4.0,6.0,3.0,7.0,7.0,5.0,7.0,10.0,6.0,9.0,2.0,9.0,7.0,9.0
M,7.0,9.0,10.0,8.0,8.0,7.0,7.0,2.0,5.0,9.0,7.0,8.0,8.0,6.0,2.0,8.0
R,3.0,5.0,5.0,4.0,3.0,6.0,7.0,4.0,5.0,6.0,5.0,7.0,2.0,7.0,5.0,8.0
A,1.0,0.0,2.0,0.0,0.0,8.0,5.0,2.0,0.0,7.0,2.0,8.0,1.0,7.0,1.0,8.0
D,3.0,2.0,4.0,3.0,2.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,3.0,8.0,3.0,7.0
I,4.0,11.0,2.0,6.0,2.0,7.0,8.0,4.0,4.0,13.0,5.0,6.0,3.0,8.0,4.0,9.0
U,3.0,8.0,3.0,6.0,2.0,7.0,5.0,14.0,4.0,7.0,12.627066,8.0,3.0,9.0,0.0,8.0
L,3.0,3.0,4.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,4.0,0.0,8.0,0.0,8.0
O,2.0,4.0,3.0,3.0,2.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
R,4.0,3.0,4.0,4.0,3.0,6.0,9.0,8.0,4.0,7.0,4.0,7.0,2.0,7.0,4.0,9.0
Y,4.0,11.0,6.0,8.0,2.0,6.0,11.0,2.0,3.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
Y,3.0,7.0,5.0,4.0,1.0,8.0,12.19613,2.0,4.0,6.0,11.0,8.0,0.0,10.0,0.0,8.0
U,3.0,6.0,3.0,4.0,1.0,7.0,5.0,12.0,4.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0
D,4.0,7.0,5.0,5.0,3.0,8.0,6.0,5.0,7.0,10.0,4.0,5.890611,3.0,8.0,4.0,8.0
M,4.0,7.0,7.0,5.0,8.0,9.0,6.0,3.0,2.0,8.0,4.0,8.0,9.0,6.0,2.0,6.0
Y,6.0,8.0,7.0,6.0,4.0,4.0,11.0,4.0,4.0,11.0,10.0,7.0,2.0,11.0,2.0,7.0
I,2.0,6.0,3.0,4.0,1.0,6.0,8.0,0.0,7.0,13.0,7.0,8.0,0.0,8.0,1.0,7.0
J,4.0,11.0,6.0,8.0,4.0,10.0,6.0,4.0,7.0,10.0,3.0,7.0,1.0,7.0,3.0,6.0
V,8.663153,11.0,9.0,7.0,5.0,8.0,8.0,5.0,4.0,6.0,9.0,8.0,7.0,11.0,4.0,8.0
C,3.0,6.0,4.0,4.0,2.0,6.0,8.0,7.0,9.0,6.0,7.0,11.0,2.0,7.0,4.0,9.0
V,4.0,10.0,6.0,8.0,8.0,9.0,7.0,5.0,3.0,6.0,7.0,8.0,8.0,8.0,7.0,6.0
X,4.0,6.0,5.0,4.0,3.0,7.0,8.0,3.0,7.0,7.0,6.0,9.0,3.0,8.0,5.0,6.0
V,7.0,8.0,8.0,6.0,3.0,4.0,11.0,2.0,4.0,8.0,11.0,7.0,5.0,10.0,1.0,7.0
G,3.0,6.0,4.0,4.0,2.0,6.0,7.0,6.0,6.0,10.0,7.0,10.0,2.0,9.0,4.0,9.0
N,4.0,5.0,6.0,4.0,2.0,7.0,9.0,3.0,5.0,10.0,7.0,7.0,4.0,8.0,1.0,8.0
J,4.0,10.0,4.0,8.0,4.0,13.679165,6.0,4.0,4.0,11.0,2.0,8.0,0.0,7.0,0.0,8.0
G,4.0,8.0,5.0,6.0,3.0,7.0,6.0,6.0,8.0,7.0,6.0,9.0,2.0,10.0,4.0,8.0
C,3.0,3.0,4.0,4.0,2.0,7.0,8.0,6.0,6.0,9.0,8.0,11.0,2.0,8.0,2.0,7.0
N,5.0,11.0,8.0,8.0,5.0,10.0,8.0,3.0,5.0,10.0,3.0,5.0,6.0,9.0,1.0,7.0
K,3.0,3.0,4.0,3.0,3.0,6.0,7.0,5.0,7.0,6.0,6.0,10.0,3.0,8.0,5.0,9.0
N,4.0,9.0,6.0,7.0,5.0,5.0,9.0,2.0,4.0,8.0,8.0,8.0,5.0,8.0,1.0,8.0
P,4.0,9.0,6.0,6.0,6.0,6.0,9.0,5.0,5.0,9.0,8.0,4.0,1.0,10.0,3.0,7.0
V,3.0,10.0,6.0,8.0,4.0,9.0,11.0,1.0,3.0,3.0,10.0,9.0,2.0,11.0,1.0,8.0
U,4.0,8.0,6.0,5.0,2.0,4.0,8.0,5.0,7.0,11.0,12.0,9.0,3.0,9.0,0.0,8.0
H,8.0,13.0,8.0,8.0,7.0,8.0,6.0,4.0,3.0,9.0,6.0,9.0,7.0,10.0,5.0,9.0
D,3.0,3.0,3.0,1.0,2.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,8.0,3.0,8.0
G,4.0,7.0,6.0,5.0,3.0,8.0,7.0,6.0,5.0,5.0,7.0,10.0,4.0,6.0,5.0,9.0
L,2.0,6.0,3.0,3.0,1.0,6.0,3.0,1.0,7.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0
S,6.0,13.0,6.0,7.0,3.0,8.0,4.0,4.0,4.0,13.0,5.0,9.0,3.0,8.0,4.0,8.0
V,8.0,13.845323,8.0,8.0,4.0,6.0,11.0,3.0,4.0,7.0,10.0,7.0,5.0,10.0,2.0,7.0
O,5.0,10.0,6.0,8.0,3.0,7.0,6.0,9.515812,8.0,7.0,5.0,8.0,3.0,8.0,4.0,8.0
A,6.0,9.0,5.0,5.0,3.0,11.0,1.0,3.0,1.0,10.0,5.0,12.0,4.0,4.0,4.0,10.0
L,2.0,5.0,3.0,3.0,1.0,7.0,4.0,1.0,7.0,7.0,2.0,10.0,0.0,8.0,2.0,8.0
M,6.5091023,9.0,10.0,6.0,7.282079,4.0,7.0,3.0,4.0,10.0,10.0,11.0,9.0,6.0,3.0,7.0
A,4.0,5.0,6.0,8.0,2.0,8.0,4.1233363,3.0,1.0,7.0,1.0,8.0,3.0,7.0,2.0,8.0
Z,2.0,5.0,3.0,3.0,1.0,7.0,7.0,3.0,12.150138,8.0,6.0,8.0,0.0,8.0,7.0,7.0
J,1.0,1.0,2.0,3.0,1.0,9.0,6.0,2.0,5.0,12.0,4.0,9.0,0.0,7.0,1.0,7.0
C,2.0,0.0,1.0,1.0,0.0,6.0,7.0,6.0,8.0,7.0,6.0,14.0,0.0,8.0,4.0,10.0
J,4.0,10.0,6.0,8.0,3.0,8.0,7.0,3.0,5.0,15.0,6.0,11.0,1.0,6.0,1.0,6.0
V,6.0,7.0,8.0,7.0,9.0,7.0,8.0,4.0,5.0,7.0,6.0,8.0,6.0,9.0,7.0,6.0
E,4.0,9.0,6.0,7.0,4.0,8.0,7.0,6.0,9.0,7.0,6.0,10.0,2.0,8.0,6.0,9.0
Q,5.0,8.0,7.0,6.0,5.0,8.0,6.0,8.0,4.0,6.0,6.0,8.0,3.0,8.0,5.0,8.0
K,3.0,9.618654,5.0,7.0,3.0,5.0,6.0,6.0,2.0,7.0,6.0,10.0,3.0,7.0,4.0,12.0
Y,3.0,6.3293867,5.0,4.0,1.0,4.0,10.0,3.0,2.0,9.0,13.0,8.0,1.0,11.0,0.0,8.0
M,3.0,6.0,3.0,4.0,3.0,8.0,6.0,10.997965,1.0,7.0,8.0,8.0,7.0,6.0,0.0,8.0
C,3.0,4.0,5.0,3.0,2.0,3.0,8.0,4.0,6.0,11.0,10.0,11.0,1.0,8.0,2.0,7.0
A,1.0,0.0,2.0,1.0,0.0,8.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,0.0,8.0
G,3.0,6.0,4.0,4.0,2.0,5.0,7.0,6.0,5.0,9.0,7.0,11.0,2.0,8.0,4.0,10.0
F,5.0,10.0,7.0,8.0,6.0,6.0,8.0,5.0,4.0,8.0,6.0,8.0,4.0,10.0,8.0,10.0
M,6.0,10.0,8.0,6.0,7.0,9.0,5.0,2.0,2.0,8.0,3.0,7.0,10.0,2.160347,2.0,8.0
F,6.0,9.0,5.0,5.0,2.0,7.0,10.0,2.0,6.0,11.0,6.0,5.0,3.0,9.0,6.0,5.0
P,3.0,6.0,5.0,4.0,3.0,5.0,11.0,4.0,4.0,10.0,8.0,4.0,0.0,10.0,3.0,7.0
W,2.0,4.0,3.0,3.0,2.0,9.0,11.0,2.0,2.0,5.0,9.0,8.0,5.0,11.0,0.0,8.0
D,4.9076653,10.0,6.0,7.0,6.0,8.0,7.0,4.0,5.0,10.0,6.0,4.0,3.0,8.0,3.0,8.0
V,6.0,11.0,5.0,8.0,3.0,2.0,11.0,3.0,4.0,10.0,12.0,8.0,2.0,10.0,1.0,8.0
O,4.0,9.0,5.0,7.0,3.0,7.0,8.0,7.0235,5.0,10.0,7.0,7.0,3.0,8.0,4.0,8.0
A,2.0,5.0,4.0,3.0,2.0,8.0,2.0,2.0,2.0,8.0,2.0,9.0,2.0,7.0,2.0,6.0
A,1.0,0.0,2.0,1.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,0.0,8.0
A,5.0,9.0,7.0,8.0,5.0,9.0,3.0,2.0,2.0,7.0,2.0,8.0,4.0,5.0,4.0,7.0
F,4.0,8.0,6.0,6.0,3.0,4.0,12.0,2.0,7.0,13.0,9.0,5.0,0.0,9.0,2.0,6.0
E,4.0,6.0,4.0,6.0,2.0,3.0,7.0,6.0,11.0,7.0,6.0,14.0,0.0,8.0,8.0,7.0
J,3.0,5.0,4.0,4.0,3.0,10.0,6.0,3.0,7.0,13.0,4.0,8.0,1.0,6.0,1.0,7.0
S,5.0,9.0,6.0,7.0,2.0,7.0,6.0,4.0,7.0,9.0,5.0,7.0,2.0,7.0,5.0,9.0
N,3.0,7.0,3.0,5.0,2.0,7.0,7.0,14.0,2.0,6.0,6.0,8.0,4.0,8.0,0.0,8.0
H,2.0,4.0,4.0,3.0,2.0,7.0,8.0,2.0,6.0,10.0,6.0,8.0,3.0,8.0,2.0,7.0
F,6.0,10.0,7.0,6.0,3.0,7.0,11.0,3.0,5.0,13.0,6.0,4.0,3.0,10.0,5.0,7.0
H,3.0,8.0,3.0,6.0,2.0,7.0,8.0,14.0,2.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0
B,5.0,8.0,6.0,7.0,6.0,6.0,7.0,8.0,5.0,7.0,6.0,8.0,2.0,8.0,8.0,9.0
Y,4.0,8.0,6.0,6.0,2.0,3.0,10.0,4.0,7.0,12.0,13.0,10.0,2.0,11.0,2.0,7.0
K,3.0,8.0,4.0,6.0,2.0,3.0,7.0,7.0,2.0,7.0,6.0,11.0,3.0,8.0,3.0,10.0
Z,5.0,9.0,7.0,7.0,4.0,8.0,6.0,2.0,9.0,12.0,5.0,8.0,2.0,8.0,6.0,8.0
Y,3.1245134,11.0,6.0,8.0,5.0,7.0,9.0,0.0,8.0,7.0,11.0,8.0,1.0,10.0,1.1836493,8.0
M,4.0,6.0,7.0,4.0,4.0,5.0,7.0,3.0,5.0,10.0,9.0,11.0,6.0,6.0,3.0,7.0
N,6.0,10.0,8.0,7.0,5.0,10.0,7.0,3.0,5.0,10.0,1.0,4.0,6.0,9.0,1.0,7.0
T,7.0,8.0,7.0,6.0,3.0,7.0,10.0,2.0,9.0,12.0,9.0,4.0,1.0,11.0,3.0,4.0
G,3.0,5.0,4.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,7.0,9.0,2.0,8.0,4.0,10.0
Z,5.0,7.0,5.0,10.0,3.0,6.0,9.0,5.0,4.0,12.548208,8.0,6.0,3.0,8.0,11.0,6.0
T,3.0,9.0,5.0,6.0,2.0,6.0,11.0,2.0,7.0,8.371529,11.786185,8.0,1.0,11.0,1.0,8.0
T,6.0,9.0,5.0,4.0,2.0,4.0,11.0,3.0,7.0,13.0,7.0,5.0,2.0,8.0,3.0,4.0
S,4.0,6.0,4.0,4.0,3.0,8.0,8.0,4.0,7.0,9.0,6.0,7.0,1.0,9.0,6.0,8.0
Z,6.0,9.0,9.0,8.0,7.0,7.0,8.0,5.0,5.0,8.0,6.0,8.0,3.0,8.0,11.024061,6.0
I,2.0,7.0,3.0,5.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
O,7.0,9.0,9.0,8.0,8.0,6.0,6.0,5.467667,4.0,9.0,6.0,9.0,7.0,10.0,6.0,6.0
U,3.0,9.0,4.2106347,7.0,2.0,9.645467,8.0,5.0,5.0,6.0,10.0555315,8.0,3.0,9.0,0.0,8.0
P,4.0,10.0,6.0,8.0,5.3622203,6.0,10.131475,3.0,5.0,12.0,8.0,5.0,1.0,10.0,3.0,7.0
G,7.0,10.0,6.0,6.0,3.0,8.0,5.0,4.0,4.0,8.0,4.0,6.0,4.0,7.0,6.0,8.0
V,6.0,9.0,6.0,7.0,3.0,4.0,11.0,2.0,3.0,9.0,11.0,8.0,3.0,11.0,1.0,8.0
S,4.0,8.0,5.0,6.0,5.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,7.0,7.0,7.0
B,4.0,9.0,6.0,7.0,8.0,8.0,8.0,5.0,4.0,6.0,6.0,7.0,6.0,9.0,9.0,9.0
A,3.0,10.0,5.0,7.0,4.0,10.0,3.0,2.0,3.0,8.0,2.0,8.0,2.0,7.0,3.0,8.0
S,4.0,9.0,6.0,6.0,7.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,4.0,9.0,9.0,7.0
P,9.864461,14.0,7.0,7.0,3.0,5.0,11.0,6.0,2.0,11.0,5.0,5.0,4.0,9.0,4.0,8.0
B,3.0,6.0,4.0,4.0,3.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,2.0,8.0,8.0,10.0
F,3.0,5.0,5.0,4.0,2.0,5.0,13.0,2.0,5.0,13.0,7.0,3.0,1.0,10.0,1.0,6.0
N,4.0,6.0,5.0,4.0,3.0,7.0,8.0,9.0,1.0,6.0,6.0,7.0,6.0,8.0,1.0,9.0
Q,2.0,3.0,3.0,4.0,3.0,8.0,8.0,5.0,2.0,7.0,8.0,10.0,2.0,9.0,4.0,8.0
N,10.761312,13.0,9.0,7.0,4.0,7.0,11.0,5.0,7.0,3.255694,4.0,10.0,3.7800796,7.0,2.0,7.0
Y,5.0,7.0,6.0,5.0,2.0,4.0,11.0,2.0,7.0,11.0,11.0,5.0,1.0,11.0,2.0,5.0
S,5.0,11.0,7.0,8.0,5.0,7.0,7.0,5.0,8.0,11.0,4.0,5.0,2.0,8.0,6.0,10.0
G,2.0,0.0,1.714182,1.0,1.0,8.0,6.0,6.0,5.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0
E,4.0,10.0,6.0,7.0,5.0,7.0,7.0,6.0,8.0,7.0,6.0,9.0,3.0,8.0,6.0,7.0
N,4.0,8.0,6.0,6.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,9.0,6.0,7.0,4.0,9.0
Y,5.0,5.0,6.0,8.0,8.0,8.0,6.0,5.0,3.0,7.0,8.0,8.0,7.0,9.0,5.0,6.0
R,2.0,4.0,3.0,2.0,2.0,8.0,8.0,3.0,5.0,9.0,5.0,7.0,2.0,6.0,4.0,9.0
F,3.0,8.0,5.0,5.0,4.0,5.0,10.0,3.0,5.0,10.0,10.0,6.0,2.0,9.0,3.0,5.0
O,2.0,3.0,3.0,2.0,1.0,8.0,6.0,6.0,3.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0
F,3.0,6.0,5.0,7.0,3.0,1.0,13.314212,5.0,4.0,12.0,10.0,6.0,0.0,8.0,2.0,6.0
H,6.0,11.0,7.0,7.0,5.0,9.0,6.0,5.0,6.0,9.0,2.1344447,8.0,5.167119,8.0,4.0,9.0
W,6.0,8.0,6.0,6.0,5.0,6.0,11.0,3.0,2.0,9.875178,7.0,8.0,6.032544,12.0,2.0,6.0
P,8.0,9.0,9.0,8.0,8.0,8.0,10.0,6.0,4.0,7.0,6.0,6.0,5.0,11.0,4.0,7.0
I,2.0,8.0,3.0,6.0,2.0,8.0,6.0,0.0,8.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
T,8.0,10.0,8.0,8.0,4.0,4.0,12.0,3.0,7.0,11.0,10.0,4.0,1.0,11.0,2.0,4.0
O,6.0,9.0,8.0,8.0,6.0,6.0,4.0,4.0,4.0,7.0,5.0,8.0,3.0,6.0,6.0,7.0
J,2.0,6.0,4.0,4.0,2.0,11.0,6.0,2.0,5.0,13.0,3.0,8.0,0.0,7.0,0.0,8.0
Y,5.0,8.0,5.0,4.0,3.0,8.0,7.0,5.0,4.0,9.0,7.0,6.0,3.0,9.0,6.0,3.0
O,2.0,1.0,2.0,2.0,1.0,8.0,7.0,7.0,5.0,7.0,6.0,9.0,2.0,8.0,3.0,8.0
W,10.0,11.0,10.0,8.0,6.0,5.0,9.0,2.0,2.0,7.0,10.0,8.0,9.0,12.0,2.0,6.0
T,5.7328663,9.0,8.0,8.0,8.0,6.0,9.0,4.0,5.0,6.0,6.0,10.0,6.0,7.0,7.0,8.0
B,2.0,4.0,3.0,3.0,2.0,8.0,7.0,2.0,5.0,9.0,6.0,6.0,2.0,8.0,4.0,9.0
B,5.0,10.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,2.0,8.0,8.0,10.0
G,3.0,7.0,4.0,5.0,3.0,7.0,6.0,6.0,6.0,7.0,6.0,10.0,2.0,9.0,4.0,9.0
