rowid_test,type,feature,value,approach,dataset_name,syn_name,run_model,model_name,timestamp
7302,syn,capital_loss,0.0029638422981936,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7649,syn,capital_loss,0.000561769147330304,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7688,syn,capital_loss,-0.000691582357388804,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7711,syn,capital_loss,-0.00239542704025579,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7843,syn,capital_loss,0.000454350214727593,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8171,syn,capital_loss,0.00150070320111435,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8254,syn,capital_loss,-0.00191232150684015,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8375,syn,capital_loss,-0.000420048985384175,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8518,syn,capital_loss,-0.00223644648443094,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8787,syn,capital_loss,0.00384806507951617,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8918,syn,capital_loss,-0.320277277147374,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9057,syn,capital_loss,-0.341213738464132,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9155,syn,capital_loss,-0.00113990042546287,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9396,syn,capital_loss,-0.316783317315891,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9421,syn,capital_loss,-0.0011637292247594,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9779,syn,capital_loss,-0.263292038832432,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9904,syn,capital_loss,-0.285906844557002,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9958,syn,capital_loss,-0.294027610604381,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10179,syn,capital_loss,-1.48333840285474e-05,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10276,syn,capital_loss,-0.000808795516629365,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10482,syn,capital_loss,-0.000208637461807378,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10904,syn,capital_loss,0.00112795908315769,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10997,syn,capital_loss,0.00127592084133326,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11307,syn,capital_loss,-0.00246914646290121,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11357,syn,capital_loss,-0.000910211964909129,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11460,syn,capital_loss,-0.00160136612571675,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11498,syn,capital_loss,-0.00186594333787748,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11613,syn,capital_loss,0.00157157726503145,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11617,syn,capital_loss,-0.00189223818786901,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11631,syn,capital_loss,0.00306890863548528,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11873,syn,capital_loss,-0.223973674823147,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11937,syn,capital_loss,0.000237225224688,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11958,syn,capital_loss,-0.00293221438866467,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12129,syn,capital_loss,-0.00166701996039505,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12235,syn,capital_loss,-0.394428738834475,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12236,syn,capital_loss,-0.000959544811280907,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12301,syn,capital_loss,-0.00387365825993978,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12387,syn,capital_loss,-0.32612747145293,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12555,syn,capital_loss,-0.00195341829646206,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12563,syn,capital_loss,-0.307248111766434,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12655,syn,capital_loss,-0.238217890426269,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13049,syn,capital_loss,-0.386717504799296,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13214,syn,capital_loss,-0.414887760472321,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13911,syn,capital_loss,0.000776289868269185,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14118,syn,capital_loss,-0.000767164763144774,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14303,syn,capital_loss,-6.65563191028385e-05,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14356,syn,capital_loss,-0.335216531735747,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
74,syn,hours_per_week,-0.0284915105847694,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
77,syn,hours_per_week,-0.0349770567621391,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
112,syn,hours_per_week,-0.0145642682327782,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
361,syn,hours_per_week,-0.0263103414164517,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
506,syn,hours_per_week,-0.0221782100261065,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
636,syn,hours_per_week,-0.0327036969165953,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
838,syn,hours_per_week,-0.0340690558559101,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1051,syn,hours_per_week,-0.0943538374459716,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1149,syn,hours_per_week,-0.0323581041567492,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1347,syn,hours_per_week,0.0442474890004285,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1353,syn,hours_per_week,-0.0376568473804832,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1378,syn,hours_per_week,-0.0278764561918983,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1467,syn,hours_per_week,-0.0250600841724072,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1534,syn,hours_per_week,-0.0239075673177029,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2010,syn,hours_per_week,-0.0170677318350571,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2051,syn,hours_per_week,-0.00855656303424854,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2169,syn,hours_per_week,-0.027249589450332,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2302,syn,hours_per_week,-0.0267316102926975,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3074,syn,hours_per_week,-0.0326329880639774,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3075,syn,hours_per_week,-0.0342470352558465,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3126,syn,hours_per_week,-0.0305629878468088,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3146,syn,hours_per_week,-0.149166091004565,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3190,syn,hours_per_week,-0.0117954988989794,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3193,syn,hours_per_week,-0.0269412317615863,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3371,syn,hours_per_week,-0.0349439852117265,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3419,syn,hours_per_week,-0.0188911250966122,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3487,syn,hours_per_week,-0.0224710400627391,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3623,syn,hours_per_week,-0.0484597151775502,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3657,syn,hours_per_week,-0.0441575775594139,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3687,syn,hours_per_week,-0.174164208914891,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3721,syn,hours_per_week,-0.153214720665778,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3753,syn,hours_per_week,-0.207892598457793,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3796,syn,hours_per_week,-0.0298942690660192,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4015,syn,hours_per_week,-0.010492950320096,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4356,syn,hours_per_week,-0.0238339714969355,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4391,syn,hours_per_week,-0.0266723884220893,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4686,syn,hours_per_week,-0.150388003850668,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4714,syn,hours_per_week,-0.0141989395336003,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4891,syn,hours_per_week,-0.0242406384468459,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5077,syn,hours_per_week,-0.0265866491581705,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5182,syn,hours_per_week,-0.0168760294905621,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5307,syn,hours_per_week,-0.0334686195515546,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5594,syn,hours_per_week,-0.0218504839322391,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5803,syn,hours_per_week,-0.0410512137496596,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5840,syn,hours_per_week,-0.00681470535092694,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6009,syn,hours_per_week,-0.0134970195191107,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6055,syn,hours_per_week,-0.0414027704253704,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6222,syn,hours_per_week,-0.013451847071356,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6305,syn,hours_per_week,-0.0153847876322408,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6459,syn,hours_per_week,-0.0321833795868333,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6462,syn,hours_per_week,-0.0190480923495662,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6837,syn,hours_per_week,-0.0290836004030617,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7194,syn,hours_per_week,-0.0467761510072246,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7302,syn,hours_per_week,-0.0366512167601663,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7649,syn,hours_per_week,-0.0474074535338682,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7688,syn,hours_per_week,-0.00905093157308734,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7711,syn,hours_per_week,-0.0404818505491451,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7843,syn,hours_per_week,-0.0361467810425732,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8171,syn,hours_per_week,-0.040992609818392,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8254,syn,hours_per_week,-0.0172399099168635,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8375,syn,hours_per_week,-0.22695112361478,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8518,syn,hours_per_week,-0.0462182199076401,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8787,syn,hours_per_week,-0.0152702984168665,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8918,syn,hours_per_week,-0.0273734228242987,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9057,syn,hours_per_week,0.0500372345251871,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9155,syn,hours_per_week,-0.0377557899478233,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9396,syn,hours_per_week,-0.0198900129092025,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9421,syn,hours_per_week,-0.164888215568073,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9779,syn,hours_per_week,-0.0175949808399129,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9904,syn,hours_per_week,-0.128534317282082,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9958,syn,hours_per_week,0.00993733476822134,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10179,syn,hours_per_week,-0.0341430352812113,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10276,syn,hours_per_week,-0.0460371311519418,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10482,syn,hours_per_week,-0.0395760262380412,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10904,syn,hours_per_week,-0.424405706476669,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10997,syn,hours_per_week,-0.0329638564522161,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11307,syn,hours_per_week,-0.0373514841852515,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11357,syn,hours_per_week,-0.0194774337714694,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11460,syn,hours_per_week,-0.0163644439831764,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11498,syn,hours_per_week,-0.0247309537308252,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11613,syn,hours_per_week,-0.0410357118598052,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11617,syn,hours_per_week,-0.029712470875871,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11631,syn,hours_per_week,-0.0287358520606746,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11873,syn,hours_per_week,-0.189829659767898,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11937,syn,hours_per_week,-0.162285702206654,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11958,syn,hours_per_week,-0.0246179670877066,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12129,syn,hours_per_week,-0.0319892076564762,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12235,syn,hours_per_week,0.00804417674305556,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12236,syn,hours_per_week,-0.0231918800220139,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12301,syn,hours_per_week,-0.0227293132533547,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12387,syn,hours_per_week,-0.0134189776567628,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12555,syn,hours_per_week,-0.345124347544384,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12563,syn,hours_per_week,-0.0302587594399469,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12655,syn,hours_per_week,-0.149296781407714,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13049,syn,hours_per_week,-0.00864405153552269,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13214,syn,hours_per_week,-0.0237693210249654,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13911,syn,hours_per_week,0.0516104400821063,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14118,syn,hours_per_week,-0.0369260727919978,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14303,syn,hours_per_week,-0.286696475220945,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14356,syn,hours_per_week,-0.0651980503626421,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
74,syn,native_country,-0.00284514511646092,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
77,syn,native_country,-0.00487935421683994,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
112,syn,native_country,-0.00507638895767719,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
361,syn,native_country,-0.00166024876836285,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
506,syn,native_country,-0.00277829143047125,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
636,syn,native_country,0.000425145640601823,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
838,syn,native_country,-0.00389867358637679,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1051,syn,native_country,-0.00508858403775304,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1149,syn,native_country,-0.00230732964188271,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1347,syn,native_country,0.00128651756754908,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1353,syn,native_country,-0.0101286294358701,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1378,syn,native_country,-0.0043058582230423,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1467,syn,native_country,-0.00381853124979962,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1534,syn,native_country,-0.00145202015201938,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2010,syn,native_country,-0.123361778295653,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2051,syn,native_country,-0.0147963409411137,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2169,syn,native_country,-0.000164699220395526,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2302,syn,native_country,-0.00177056923241175,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3074,syn,native_country,-0.00158932728788743,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3075,syn,native_country,-0.00285308057630194,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3126,syn,native_country,-0.00176986658084172,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3146,syn,native_country,-0.00255912202034904,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3190,syn,native_country,-0.0029150352030688,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3193,syn,native_country,-0.0225850845711656,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3371,syn,native_country,-0.000548854126355476,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3419,syn,native_country,-0.00264433659353049,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3487,syn,native_country,-0.00189277979800671,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3623,syn,native_country,-0.0186652747510005,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3657,syn,native_country,-0.00184328099794528,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3687,syn,native_country,-0.00627844480734084,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3721,syn,native_country,-0.00322209857983562,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3753,syn,native_country,-0.00384014102504261,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3796,syn,native_country,-0.00315595217828239,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4015,syn,native_country,-0.00213146105572486,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4356,syn,native_country,-0.00518426468323655,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4391,syn,native_country,-0.00293180347291338,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4686,syn,native_country,-0.00242656912829834,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4714,syn,native_country,-0.00272839068421417,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4891,syn,native_country,-0.111237540318586,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5077,syn,native_country,-0.00242338417272177,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5182,syn,native_country,-0.0160882029668906,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5307,syn,native_country,-0.00319912567441729,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5594,syn,native_country,-0.00387229876484658,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5803,syn,native_country,-0.00238622448525968,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5840,syn,native_country,-0.0588707363137348,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6009,syn,native_country,-0.00340886234297401,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6055,syn,native_country,-0.00383446162584891,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6222,syn,native_country,-0.0108904751229059,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6305,syn,native_country,-0.0889279997183313,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6459,syn,native_country,-0.00417502329258688,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6462,syn,native_country,-0.00259723920296636,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6837,syn,native_country,-0.000559311173680639,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7194,syn,native_country,-0.00717519656384053,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7302,syn,native_country,-0.0030456409628,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7649,syn,native_country,-0.00266789320267998,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7688,syn,native_country,-0.0029642108656785,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7711,syn,native_country,-0.00692789283132012,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7843,syn,native_country,-0.0135843460503913,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8171,syn,native_country,-0.0158165224650307,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8254,syn,native_country,-0.00232750023732557,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8375,syn,native_country,-0.0335383490198867,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8518,syn,native_country,-0.00346808111999809,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8787,syn,native_country,-0.0310375977587288,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8918,syn,native_country,-0.00191410974651781,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9057,syn,native_country,-0.00178695735600564,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9155,syn,native_country,-0.00263163522387206,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9396,syn,native_country,-0.00107638429881386,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9421,syn,native_country,-0.00236610482260485,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9779,syn,native_country,-0.000947743949315405,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9904,syn,native_country,-0.000891226102399105,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9958,syn,native_country,-0.00225611031597912,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10179,syn,native_country,-0.000753664864259557,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10276,syn,native_country,-0.0011086538082726,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10482,syn,native_country,-0.00355174423132477,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10904,syn,native_country,-0.00310811057168446,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10997,syn,native_country,-0.00263273952796072,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11307,syn,native_country,-0.0020624775889671,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11357,syn,native_country,-0.00432114077661882,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11460,syn,native_country,-0.0358016418652367,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11498,syn,native_country,-0.00394173354693076,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11613,syn,native_country,-0.0241397760314806,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11617,syn,native_country,-0.0816068973891722,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11631,syn,native_country,-0.0433511375990955,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11873,syn,native_country,-0.00201536812290486,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11937,syn,native_country,-0.00333650101130271,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11958,syn,native_country,-0.00160426504197349,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12129,syn,native_country,-0.00423525697004184,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12235,syn,native_country,-0.00252274516978113,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12236,syn,native_country,-0.00422953818793504,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12301,syn,native_country,-0.00276709463466801,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12387,syn,native_country,-0.00338669043841108,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12555,syn,native_country,-0.00358959866126373,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12563,syn,native_country,-0.000465313992376306,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12655,syn,native_country,-0.00257456464600755,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13049,syn,native_country,-0.0027071665701214,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13214,syn,native_country,-0.0009477564406675,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
